,path,name,country,culture,dateFrom,dateTo,economic,group,language,polalign,source,url
183,/Event/370536215/370492181,370492181,United-States,C4,2016-02-01T05:17:00,2016-02-02T02:57:00,C2,370536215,unknown,unknown,denverpost.com,unknown
184,/Event/370972721,370972721,United-States,C4,2016-02-01T16:34:00,2016-02-01T16:34:00,C2,0,unknown,unknown,nydailynews.com,unknown
185,/Event/370972721/371005895,371005895,United-States,C4,2016-02-01T16:34:00,2016-02-01T17:18:00,C2,370972721,unknown,unknown,nydailynews.com,unknown
186,/Event/370972721/371015050,371015050,United-States,C4,2016-02-01T16:34:00,2016-02-01T17:30:00,C2,370972721,unknown,unknown,cnbc.com,unknown
187,/Event/371050408,371050408,,,2016-02-01T18:01:00,2016-02-01T18:01:00,,0,,,tsn.ca,
188,/Event/371050408/371051857,371051857,Canada,C4,2016-02-01T18:01:00,2016-02-01T18:23:00,C2,371050408,unknown,unknown,medicinehatnews.com,unknown
189,/Event/371078956,371078956,United-States,C4,2016-02-01T18:58:00,2016-02-01T18:58:00,C2,0,English,unknown,reporterherald.com,unknown
190,/Event/371078956/371083117,371083117,United-States,C4,2016-02-01T18:58:00,2016-02-01T19:04:00,C2,371078956,unknown,unknown,denverpost.com,unknown
191,/Event/371326031,371326031,United-States,C4,2016-02-02T00:58:00,2016-02-02T00:58:00,C2,0,unknown,unknown,usatoday.com,unknown
192,/Event/371326031/371311603,371311603,United-States,C4,2016-02-02T00:58:00,2016-02-02T01:57:00,C2,371326031,unknown,unknown,usatoday.com,unknown
193,/Event/371326031/371312234,371312234,United-States,C4,2016-02-02T00:58:00,2016-02-02T01:59:00,C2,371326031,unknown,unknown,usatoday.com,unknown
194,/Event/371326031/371325294,371325294,United-States,C4,2016-02-02T00:58:00,2016-02-02T02:26:00,C2,371326031,unknown,unknown,azcentral.com,unknown
195,/Event/371326031/371334316,371334316,United-States,C4,2016-02-02T00:58:00,2016-02-02T02:48:00,C2,371326031,unknown,unknown,azcentral.com,unknown
196,/Event/371326031/371339055,371339055,United-States,C4,2016-02-02T00:58:00,2016-02-02T03:01:00,C2,371326031,unknown,unknown,usatoday.com,unknown
197,/Event/371326031/371341223,371341223,United-States,C4,2016-02-02T00:58:00,2016-02-02T03:07:00,C2,371326031,unknown,unknown,usatoday.com,unknown
198,/Event/371326031/371341222,371341222,United-States,C4,2016-02-02T00:58:00,2016-02-02T03:07:00,C2,371326031,unknown,unknown,usatoday.com,unknown
199,/Event/371326031/371341226,371341226,,,2016-02-02T00:58:00,2016-02-02T03:07:00,,371326031,,,ftw.usatoday.com,
200,/Event/371326031/371341226/372758336,372758336,,,2016-02-02T03:07:00,2016-02-03T17:22:00,,371326031,,,ftw.usatoday.com,
201,/Event/371326031/371341224,371341224,United-States,C4,2016-02-02T00:58:00,2016-02-02T03:07:00,C2,371326031,unknown,unknown,usatoday.com,unknown
202,/Event/371326031/371351378,371351378,United-States,C4,2016-02-02T00:58:00,2016-02-02T03:34:00,C2,371326031,unknown,unknown,usatoday.com,unknown
203,/Event/372028038,372028038,United-States,C4,2016-02-02T19:07:00,2016-02-02T19:07:00,C2,0,unknown,unknown,denverpost.com,unknown
204,/Event/372028038/372006960,372006960,United-States,C4,2016-02-02T19:07:00,2016-02-02T20:16:00,C2,372028038,English,unknown,reporterherald.com,unknown
