,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,linguisticblocs,militarydefenseblocs,politicalregionalblocs
38,/Event/7384313856/7384662446/7384697032,7384697032,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:54:00,C17,7384313856,eng,,sports.ndtv.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
39,/Event/7384313856/7384662446/7384697032/7384707821,7384707821,AS,IN,C18,2023-02-05T06:54:00,2023-02-05T07:06:00,C17,7384313856,eng,,indiatvnews.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
40,/Event/7384313856/7384662446/7384697134,7384697134,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:54:00,C17,7384313856,eng,,deccanchronicle.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
41,/Event/7384313856/7384662446/7384696978,7384696978,,,,2023-02-05T06:17:00,2023-02-05T06:55:00,,7384313856,eng,,ca.sports.yahoo.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
42,/Event/7384313856/7384662446/7384697523,7384697523,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:56:00,C17,7384313856,eng,,rediff.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
43,/Event/7384313856/7384662446/7384699600,7384699600,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:57:00,C17,7384313856,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
44,/Event/7384313856/7384662446/7384698975,7384698975,,,,2023-02-05T06:17:00,2023-02-05T06:57:00,,7384313856,eng,,nampa.org,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
45,/Event/7384313856/7384662446/7384698975/7384716550,7384716550,,,,2023-02-05T06:57:00,2023-02-05T07:15:00,,7384313856,eng,,thestreetjournal.org,,,,,,,,,,,,,,,,,,,,,,,,
46,/Event/7384313856/7384662446/7384698972,7384698972,,,,2023-02-05T06:17:00,2023-02-05T06:57:00,,7384313856,eng,,nampa.org,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
47,/Event/7384313856/7384662446/7384699627,7384699627,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:58:00,C17,7384313856,eng,,freepressjournal.in,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
48,/Event/7384313856/7384662446/7384699626,7384699626,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T06:58:00,C17,7384313856,eng,,freepressjournal.in,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
49,/Event/7384313856/7384662446/7384697292,7384697292,AS,PK,C20,2023-02-05T06:17:00,2023-02-05T06:58:00,C5,7384313856,eng,,en.dailypakistan.com.pk,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
50,/Event/7384313856/7384662446/7384700897,7384700897,,,,2023-02-05T06:17:00,2023-02-05T06:59:00,,7384313856,eng,,socialnews.xyz,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
51,/Event/7384313856/7384662446/7384702075,7384702075,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:01:00,C17,7384313856,eng,,uniindia.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
52,/Event/7384313856/7384662446/7384701623,7384701623,,,,2023-02-05T06:17:00,2023-02-05T07:02:00,,7384313856,eng,,thestandard.com.hk,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
53,/Event/7384313856/7384662446/7384705678,7384705678,,,,2023-02-05T06:17:00,2023-02-05T07:04:00,,7384313856,eng,,app.com.pk,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
54,/Event/7384313856/7384662446/7384705678/7389045633,7389045633,AS,SA,C15,2023-02-05T07:04:00,2023-02-07T18:29:00,C9,7384313856,eng,Center,arabnews.com,ChatGPT,Muslim,,,,,,,,,,,,,,,,,,,,Ara,,AL
55,/Event/7384313856/7384662446/7384708186,7384708186,,,,2023-02-05T06:17:00,2023-02-05T07:06:00,,7384313856,eng,,newsofbahrain.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
56,/Event/7384313856/7384662446/7384708186/7385945814,7385945814,,,,2023-02-05T07:06:00,2023-02-06T04:28:00,,7384313856,eng,,latestly.com,,,,,,,,,,,,,,,,,,,,,,,,
57,/Event/7384313856/7384662446/7384711417,7384711417,,,,2023-02-05T06:17:00,2023-02-05T07:09:00,,7384313856,eng,,thenewsminute.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
58,/Event/7384313856/7384662446/7384705111,7384705111,AS,AE,C19,2023-02-05T06:17:00,2023-02-05T07:09:00,C9,7384313856,eng,,gulftoday.ae,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,Ara,,AL
59,/Event/7384313856/7384662446/7384712403,7384712403,AS,TR,C14,2023-02-05T06:17:00,2023-02-05T07:10:00,C12,7384313856,eng,,trtworld.com,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,NATO,
60,/Event/7384313856/7384662446/7384713012,7384713012,EU,DE,C5,2023-02-05T06:17:00,2023-02-05T07:11:00,C2,7384313856,eng,,dw.com,,Christian,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Ger,NATO,
61,/Event/7384313856/7384662446/7384713832,7384713832,,,,2023-02-05T06:17:00,2023-02-05T07:12:00,,7384313856,eng,,moneycontrol.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
62,/Event/7384313856/7384662446/7384714379,7384714379,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:13:00,C17,7384313856,eng,,ndtv.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
63,/Event/7384313856/7384662446/7384719396,7384719396,,,,2023-02-05T06:17:00,2023-02-05T07:17:00,,7384313856,eng,,thequint.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
64,/Event/7384313856/7384662446/7384718670,7384718670,AS,PK,C20,2023-02-05T06:17:00,2023-02-05T07:18:00,C5,7384313856,eng,,tribune.com.pk,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
65,/Event/7384313856/7384662446/7384720698,7384720698,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:19:00,C17,7384313856,eng,Center-left,scroll.in,ChatGPT,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
66,/Event/7384313856/7384662446/7384721934,7384721934,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:20:00,C17,7384313856,eng,,deccanherald.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
67,/Event/7384313856/7384662446/7384721799,7384721799,,,,2023-02-05T06:17:00,2023-02-05T07:21:00,,7384313856,eng,,pehalnews.in,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
68,/Event/7384313856/7384662446/7384726951,7384726951,,,,2023-02-05T06:17:00,2023-02-05T07:24:00,,7384313856,eng,,moneycontrol.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
69,/Event/7384313856/7384662446/7384732403,7384732403,,,,2023-02-05T06:17:00,2023-02-05T07:30:00,,7384313856,eng,,socialnews.xyz,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
70,/Event/7384313856/7384662446/7384734399,7384734399,,,,2023-02-05T06:17:00,2023-02-05T07:32:00,,7384313856,eng,,english.metrovaartha.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
71,/Event/7384313856/7384662446/7384736340,7384736340,,,,2023-02-05T06:17:00,2023-02-05T07:34:00,,7384313856,eng,,india.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
72,/Event/7384313856/7384662446/7384736615,7384736615,AS,BD,C20,2023-02-05T06:17:00,2023-02-05T07:35:00,C5,7384313856,eng,,bssnews.net,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
73,/Event/7384313856/7384662446/7384739720,7384739720,,,,2023-02-05T06:17:00,2023-02-05T07:39:00,,7384313856,eng,,devdiscourse.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
74,/Event/7384313856/7384662446/7384742561,7384742561,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:41:00,C17,7384313856,eng,Center-left,zeenews.india.com,ChatGPT,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
75,/Event/7384313856/7384662446/7384742643,7384742643,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:42:00,C17,7384313856,eng,,hindustantimes.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
76,/Event/7384313856/7384662446/7384745235,7384745235,,,,2023-02-05T06:17:00,2023-02-05T07:44:00,,7384313856,eng,,english.metrovaartha.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
77,/Event/7384313856/7384662446/7384752593,7384752593,,,,2023-02-05T06:17:00,2023-02-05T07:51:00,,7384313856,eng,,moneycontrol.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
78,/Event/7384313856/7384662446/7384752331,7384752331,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:51:00,C17,7384313856,eng,,deccanherald.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
79,/Event/7384313856/7384662446/7384753302,7384753302,,,,2023-02-05T06:17:00,2023-02-05T07:53:00,,7384313856,eng,,msn.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
80,/Event/7384313856/7384662446/7384754128,7384754128,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:53:00,C17,7384313856,eng,,firstpost.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
81,/Event/7384313856/7384662446/7384753519,7384753519,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T07:54:00,C17,7384313856,eng,,uniindia.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
82,/Event/7384313856/7384662446/7384769962,7384769962,,,,2023-02-05T06:17:00,2023-02-05T08:09:00,,7384313856,eng,,english.jagran.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
83,/Event/7384313856/7384662446/7384770399,7384770399,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T08:09:00,C17,7384313856,eng,,hindustantimes.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
84,/Event/7384313856/7384662446/7384771909,7384771909,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T08:10:00,C17,7384313856,eng,,ndtv.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
85,/Event/7384313856/7384662446/7384790724,7384790724,,,,2023-02-05T06:17:00,2023-02-05T08:28:00,,7384313856,eng,,socialnews.xyz,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
86,/Event/7384313856/7384662446/7384790724/7384944519,7384944519,AS,PK,C20,2023-02-05T08:28:00,2023-02-05T10:49:00,C5,7384313856,eng,Center,dawn.com,ChatGPT,Muslim,,,,,,,,,,,,,,,,,,,,,,
87,/Event/7384313856/7384662446/7384795230,7384795230,AS,IN,C18,2023-02-05T06:17:00,2023-02-05T08:32:00,C17,7384313856,eng,,rediff.com,,Hindu,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
