,path,name,con_name,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,continent,religions,economicblocs,linguisticblocs,militarydefenseblocs,politicalregionalblocs
10,/Event/513438692/513445358/513462876,513462876,India,IN,C18,2016-09-22T03:48:00,2016-09-22T04:33:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
11,/Event/513438692/513445358/513466169,513466169,India,IN,C18,2016-09-22T03:48:00,2016-09-22T04:42:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
12,/Event/513438692/513445358/513473671,513473671,India,PK,C20,2016-09-22T03:48:00,2016-09-22T04:59:00,C5,513438692,eng,,aaj.tv,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
13,/Event/513438692/513445358/513478695,513478695,India,,,2016-09-22T03:48:00,2016-09-22T05:08:00,,513438692,eng,,yahind.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
14,/Event/513438692/513445358/513486869,513486869,India,IN,C18,2016-09-22T03:48:00,2016-09-22T05:31:00,C17,513438692,eng,,freepressjournal.in,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
15,/Event/513438692/513445358/513488887,513488887,India,IN,C18,2016-09-22T03:48:00,2016-09-22T05:36:00,C17,513438692,eng,Center-left,zeenews.india.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
16,/Event/513438692/513445358/513509559,513509559,India,DE,C5,2016-09-22T03:48:00,2016-09-22T06:06:00,C2,513438692,eng,,dw.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,EU,Ger,NATO,
17,/Event/513438692/513445358/513509559/514366114,514366114,Germany,DE,C5,2016-09-22T06:06:00,2016-09-23T10:49:00,C2,513438692,eng,,dw.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Christian,EU,Ger,NATO,
18,/Event/513438692/513445358/513696367,513696367,India,DE,C5,2016-09-22T03:48:00,2016-09-22T06:06:00,C2,513438692,eng,,dw.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,EU,Ger,NATO,
19,/Event/513438692/513445358/513501553,513501553,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:07:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
20,/Event/513438692/513445358/513503643,513503643,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:12:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
21,/Event/513438692/513445358/513504365,513504365,India,PK,C20,2016-09-22T03:48:00,2016-09-22T06:14:00,C5,513438692,eng,,tribune.com.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
22,/Event/513438692/513445358/513506528,513506528,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:15:00,C17,513438692,eng,Center-left,zeenews.india.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
23,/Event/513438692/513445358/513508659,513508659,India,PK,C20,2016-09-22T03:48:00,2016-09-22T06:19:00,C5,513438692,eng,,aaj.tv,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
24,/Event/513438692/513445358/513509585,513509585,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:21:00,C17,513438692,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
25,/Event/513438692/513445358/513509578,513509578,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:21:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
26,/Event/513438692/513445358/513509578/514254916,514254916,India,IN,C18,2016-09-22T06:21:00,2016-09-23T07:14:00,C17,513438692,eng,,economictimes.indiatimes.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
27,/Event/513438692/513445358/513509578/514346610,514346610,India,,,2016-09-22T06:21:00,2016-09-23T10:17:00,,513438692,eng,,indiatoday.intoday.in,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
28,/Event/513438692/513445358/513516983,513516983,India,USA,C4,2016-09-22T03:48:00,2016-09-22T06:30:00,C2,513438692,eng,,time.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,Christian,NAFTA,Eng,NATO,
29,/Event/513438692/513445358/513519554,513519554,India,,,2016-09-22T03:48:00,2016-09-22T06:32:00,,513438692,eng,,eurasiareview.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
30,/Event/513438692/513445358/513522422,513522422,India,IN,C18,2016-09-22T03:48:00,2016-09-22T06:39:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
31,/Event/513438692/513445358/513522422/513673428,513673428,India,IN,C18,2016-09-22T06:39:00,2016-09-22T11:24:00,C17,513438692,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
32,/Event/513438692/513445358/513524059,513524059,India,,,2016-09-22T03:48:00,2016-09-22T06:43:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
33,/Event/513438692/513445358/513524057,513524057,India,,,2016-09-22T03:48:00,2016-09-22T06:43:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
34,/Event/513438692/513445358/513529200,513529200,India,PK,C20,2016-09-22T03:48:00,2016-09-22T06:55:00,C5,513438692,eng,,nation.com.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
35,/Event/513438692/513445358/513531993,513531993,India,IR,C20,2016-09-22T03:48:00,2016-09-22T07:01:00,C5,513438692,eng,,iran-daily.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
36,/Event/513438692/513445358/513531995,513531995,India,PK,C20,2016-09-22T03:48:00,2016-09-22T07:01:00,C5,513438692,eng,Center-right,thenews.com.pk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
37,/Event/513438692/513445358/513531997,513531997,India,,,2016-09-22T03:48:00,2016-09-22T07:01:00,,513438692,eng,,infopak.gov.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
38,/Event/513438692/513445358/513533764,513533764,India,,,2016-09-22T03:48:00,2016-09-22T07:04:00,,513438692,eng,,pakistankakhudahafiz.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
39,/Event/513438692/513445358/513543069,513543069,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:22:00,C17,513438692,eng,Center-left,indianexpress.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
40,/Event/513438692/513445358/513543992,513543992,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:24:00,C17,513438692,eng,,rediff.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
41,/Event/513438692/513445358/513546199,513546199,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:29:00,C17,513438692,eng,,firstpost.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
42,/Event/513438692/513445358/513547464,513547464,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:32:00,C17,513438692,eng,Center-left,zeenews.india.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
43,/Event/513438692/513445358/513548388,513548388,India,CA,C4,2016-09-22T03:48:00,2016-09-22T07:33:00,C2,513438692,eng,,cbc.ca,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,Christian,NAFTA,Eng,NATO,
44,/Event/513438692/513445358/513558020,513558020,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:53:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
45,/Event/513438692/513445358/513558005,513558005,India,,,2016-09-22T03:48:00,2016-09-22T07:53:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
46,/Event/513438692/513445358/513558018,513558018,India,IN,C18,2016-09-22T03:48:00,2016-09-22T07:53:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
47,/Event/513438692/513445358/513543929,513543929,India,PK,C20,2016-09-22T03:48:00,2016-09-22T08:09:00,C5,513438692,eng,Center,dawn.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
48,/Event/513438692/513445358/513567751,513567751,India,UK,C4,2016-09-22T03:48:00,2016-09-22T08:12:00,C2,513438692,eng,,irishsun.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,,Eng,NATO,
49,/Event/513438692/513445358/513567752,513567752,India,UK,C4,2016-09-22T03:48:00,2016-09-22T08:12:00,C2,513438692,eng,,irishsun.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,,Eng,NATO,
50,/Event/513438692/513445358/513577026,513577026,India,,,2016-09-22T03:48:00,2016-09-22T08:30:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
51,/Event/513438692/513445358/513580429,513580429,India,UK,C4,2016-09-22T03:48:00,2016-09-22T08:35:00,C2,513438692,eng,,irishsun.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,,Eng,NATO,
52,/Event/513438692/513445358/513581222,513581222,India,,,2016-09-22T03:48:00,2016-09-22T08:37:00,,513438692,eng,,globalsecurity.org,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
53,/Event/513438692/513445358/513582350,513582350,India,QA,C19,2016-09-22T03:48:00,2016-09-22T08:40:00,C9,513438692,eng,Pro-government,thepeninsulaqatar.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,Ara,,AL
54,/Event/513438692/513445358/513591118,513591118,India,IN,C18,2016-09-22T03:48:00,2016-09-22T08:57:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
55,/Event/513438692/513445358/513605015,513605015,India,IN,C18,2016-09-22T03:48:00,2016-09-22T09:22:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
56,/Event/513438692/513445358/513606216,513606216,India,IN,C18,2016-09-22T03:48:00,2016-09-22T09:24:00,C17,513438692,eng,,firstpost.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
57,/Event/513438692/513445358/513608013,513608013,India,IN,C18,2016-09-22T03:48:00,2016-09-22T09:27:00,C17,513438692,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
58,/Event/513438692/513445358/513608012,513608012,India,IN,C18,2016-09-22T03:48:00,2016-09-22T09:27:00,C17,513438692,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
59,/Event/513438692/513445358/513619025,513619025,India,,,2016-09-22T03:48:00,2016-09-22T09:48:00,,513438692,eng,,presstv.ir,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
60,/Event/513438692/513445358/513631972,513631972,India,,,2016-09-22T03:48:00,2016-09-22T10:11:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
61,/Event/513438692/513445358/513637903,513637903,India,PK,C20,2016-09-22T03:48:00,2016-09-22T10:21:00,C5,513438692,eng,,nation.com.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
62,/Event/513438692/513445358/513643987,513643987,India,IN,C18,2016-09-22T03:48:00,2016-09-22T10:32:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
63,/Event/513438692/513445358/513643983,513643983,India,IN,C18,2016-09-22T03:48:00,2016-09-22T10:32:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
64,/Event/513438692/513445358/513655111,513655111,India,,,2016-09-22T03:48:00,2016-09-22T10:52:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
65,/Event/513438692/513445358/513657375,513657375,India,IN,C18,2016-09-22T03:48:00,2016-09-22T10:55:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
66,/Event/513438692/513445358/513671992,513671992,India,UK,C4,2016-09-22T03:48:00,2016-09-22T11:21:00,C2,513438692,eng,,irishsun.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,EU,Christian,,Eng,NATO,
67,/Event/513438692/513445358/513674715,513674715,India,,,2016-09-22T03:48:00,2016-09-22T11:26:00,,513438692,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
68,/Event/513438692/513445358/513674797,513674797,India,PK,C20,2016-09-22T03:48:00,2016-09-22T11:26:00,C5,513438692,eng,,nation.com.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
69,/Event/513438692/513445358/513678652,513678652,India,PK,C20,2016-09-22T03:48:00,2016-09-22T11:32:00,C5,513438692,eng,Center,dawn.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,,,
70,/Event/513438692/513445358/513684457,513684457,India,IN,C18,2016-09-22T03:48:00,2016-09-22T11:42:00,C17,513438692,eng,Center-left,indianexpress.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
71,/Event/513438692/513445358/513711795,513711795,India,IN,C18,2016-09-22T03:48:00,2016-09-22T12:26:00,C17,513438692,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
72,/Event/513438692/513445358/513716701,513716701,India,IN,C18,2016-09-22T03:48:00,2016-09-22T12:34:00,C17,513438692,eng,,firstpost.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
73,/Event/513438692/513445358/513732707,513732707,India,IN,C18,2016-09-22T03:48:00,2016-09-22T13:01:00,C17,513438692,eng,,deccanherald.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
74,/Event/513438692/513445358/513734215,513734215,India,,,2016-09-22T03:48:00,2016-09-22T13:04:00,,513438692,eng,,canindia.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
75,/Event/513438692/513445358/513735943,513735943,India,AE,C19,2016-09-22T03:48:00,2016-09-22T13:06:00,C9,513438692,eng,,gulfnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,,Ara,,AL
76,/Event/513438692/513445358/513736923,513736923,India,IN,C18,2016-09-22T03:48:00,2016-09-22T13:07:00,C17,513438692,eng,,sify.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
77,/Event/513438692/513445358/513748618,513748618,India,IN,C18,2016-09-22T03:48:00,2016-09-22T13:26:00,C17,513438692,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
78,/Event/513438692/513445358/513763364,513763364,India,,,2016-09-22T03:48:00,2016-09-22T13:49:00,,513438692,eng,,thediplomat.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
79,/Event/513438692/513445358/513770524,513770524,India,IN,C18,2016-09-22T03:48:00,2016-09-22T14:01:00,C17,513438692,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
80,/Event/513438692/513445358/513771813,513771813,India,IN,C18,2016-09-22T03:48:00,2016-09-22T14:02:00,C17,513438692,eng,,financialexpress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
81,/Event/513438692/513445358/513782955,513782955,India,IN,C18,2016-09-22T03:48:00,2016-09-22T14:20:00,C17,513438692,eng,,freepressjournal.in,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
82,/Event/513438692/513445358/513790018,513790018,India,AE,C19,2016-09-22T03:48:00,2016-09-22T14:30:00,C9,513438692,eng,Center,khaleejtimes.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Muslim,?,Ara,?,AL
83,/Event/513438692/513445358/513754349,513754349,India,,,2016-09-22T03:48:00,2016-09-22T14:40:00,,513438692,eng,,moneycontrol.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,,
84,/Event/513438692/513445358/513799018,513799018,India,IN,C18,2016-09-22T03:48:00,2016-09-22T14:45:00,C17,513438692,eng,Center-left,indianexpress.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,AS,Hindu,,,,
