,path,name,con_name,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,continent,religions,linguisticblocs,politicalregionalblocs,economicblocs,militarydefenseblocs
12,/Event/7442985737/7442989882,7442989882,India,ZA,C4,2023-03-12T12:13:00,2023-03-12T12:17:00,C17,7442985737,eng,,news24.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AF,Christian,,AU,AfCFTA,
13,/Event/7442985737/7442989882/7448545035,7448545035,South-Africa,IN,C18,2023-03-12T12:17:00,2023-03-15T15:55:00,C17,7442985737,eng,,siasat.com,,average,average,average,best,worst,high,high,best,average,low,average,high,worst,best,low,worst,best,low,AS,Hindu,,,,
14,/Event/7442985737/7442990782,7442990782,India,AE,C19,2023-03-12T12:13:00,2023-03-12T12:18:00,C9,7442985737,eng,Center,khaleejtimes.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Muslim,Ara,AL,?,?
15,/Event/7442985737/7442992133,7442992133,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:19:00,C17,7442985737,eng,,news18.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
16,/Event/7442985737/7442992458,7442992458,India,AE,C19,2023-03-12T12:13:00,2023-03-12T12:20:00,C9,7442985737,eng,Pro-government,thenationalnews.com,https:en.wikipedia.orgwikiThe_National_(Abu_Dhabi),average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Muslim,Ara,AL,?,?
17,/Event/7442985737/7442993466,7442993466,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:20:00,C17,7442985737,eng,,republicworld.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
18,/Event/7442985737/7442995926,7442995926,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:22:00,C17,7442985737,eng,Center-left,indianexpress.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
19,/Event/7442985737/7442996039,7442996039,India,SG,C18,2023-03-12T12:13:00,2023-03-12T12:22:00,C2,7442985737,eng,Center,channelnewsasia.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Buddhist,,,ASEAN,
20,/Event/7442985737/7442997469,7442997469,India,,,2023-03-12T12:13:00,2023-03-12T12:24:00,,7442985737,eng,,crictracker.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
21,/Event/7442985737/7442997517,7442997517,India,,,2023-03-12T12:13:00,2023-03-12T12:24:00,,7442985737,eng,,sacricketmag.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
22,/Event/7442985737/7442998903,7442998903,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:25:00,C17,7442985737,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
23,/Event/7442985737/7442998954,7442998954,India,,,2023-03-12T12:13:00,2023-03-12T12:26:00,,7442985737,eng,,cricketpakistan.com.pk,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
24,/Event/7442985737/7442999824,7442999824,India,,,2023-03-12T12:13:00,2023-03-12T12:26:00,,7442985737,eng,,sportskeeda.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
25,/Event/7442985737/7443003106,7443003106,India,,,2023-03-12T12:13:00,2023-03-12T12:29:00,,7442985737,eng,,dnaindia.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
26,/Event/7442985737/7443002271,7443002271,India,,,2023-03-12T12:13:00,2023-03-12T12:29:00,,7442985737,eng,,india.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
27,/Event/7442985737/7443006616,7443006616,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:33:00,C17,7442985737,eng,,deccanherald.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
28,/Event/7442985737/7443006682,7443006682,India,,,2023-03-12T12:13:00,2023-03-12T12:33:00,,7442985737,eng,,crictracker.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
29,/Event/7442985737/7443008596,7443008596,India,AU,C4,2023-03-12T12:13:00,2023-03-12T12:35:00,C2,7442985737,eng,,foxsports.com.au,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AU,Christian,Eng,PIF,,
30,/Event/7442985737/7443010059,7443010059,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:36:00,C17,7442985737,eng,,rediff.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
31,/Event/7442985737/7443011877,7443011877,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:38:00,C17,7442985737,eng,,freepressjournal.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
32,/Event/7442985737/7443014282,7443014282,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:40:00,C17,7442985737,eng,,sports.ndtv.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
33,/Event/7442985737/7443014374,7443014374,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:41:00,C17,7442985737,eng,,dtnext.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
34,/Event/7442985737/7443015584,7443015584,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:41:00,C17,7442985737,eng,Independent,pragativadi.com,https:en.wikipedia.orgwikiPragativadi,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
35,/Event/7442985737/7443015774,7443015774,India,AU,C4,2023-03-12T12:13:00,2023-03-12T12:41:00,C2,7442985737,eng,,perthnow.com.au,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AU,Christian,Eng,PIF,,
36,/Event/7442985737/7443014551,7443014551,India,,,2023-03-12T12:13:00,2023-03-12T12:42:00,,7442985737,eng,,ca.sports.yahoo.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
37,/Event/7442985737/7443017310,7443017310,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:44:00,C17,7442985737,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
38,/Event/7442985737/7443018565,7443018565,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:45:00,C17,7442985737,eng,Center-left,zeenews.india.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
39,/Event/7442985737/7443020021,7443020021,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:46:00,C17,7442985737,eng,,newsable.asianetnews.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
40,/Event/7442985737/7443020641,7443020641,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:46:00,C17,7442985737,eng,,firstpost.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
41,/Event/7442985737/7443022339,7443022339,India,AE,C19,2023-03-12T12:13:00,2023-03-12T12:48:00,C9,7442985737,eng,,gulfnews.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Muslim,Ara,AL,,
42,/Event/7442985737/7443022935,7443022935,India,,,2023-03-12T12:13:00,2023-03-12T12:48:00,,7442985737,eng,,indiatoday.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
43,/Event/7442985737/7443023683,7443023683,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:49:00,C17,7442985737,eng,,aninews.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
44,/Event/7442985737/7443025704,7443025704,India,ZA,C4,2023-03-12T12:13:00,2023-03-12T12:51:00,C17,7442985737,eng,,enca.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AF,Christian,,AU,AfCFTA,
45,/Event/7442985737/7443027023,7443027023,India,,,2023-03-12T12:13:00,2023-03-12T12:53:00,,7442985737,eng,,socialnews.xyz,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
46,/Event/7442985737/7443028633,7443028633,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:54:00,C17,7442985737,eng,,republicworld.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
47,/Event/7442985737/7443029780,7443029780,India,,,2023-03-12T12:13:00,2023-03-12T12:55:00,,7442985737,eng,,lagatar24.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
48,/Event/7442985737/7443029010,7443029010,India,,,2023-03-12T12:13:00,2023-03-12T12:55:00,,7442985737,eng,,devdiscourse.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
49,/Event/7442985737/7443033796,7443033796,India,IN,C18,2023-03-12T12:13:00,2023-03-12T12:59:00,C17,7442985737,eng,,financialexpress.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
50,/Event/7442985737/7443034629,7443034629,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:00:00,C17,7442985737,eng,,news18.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
51,/Event/7442985737/7443037737,7443037737,India,,,2023-03-12T12:13:00,2023-03-12T13:02:00,,7442985737,eng,,clipper28.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
52,/Event/7442985737/7443035960,7443035960,India,UK,C4,2023-03-12T12:13:00,2023-03-12T13:02:00,C2,7442985737,eng,,bbc.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,EU,Christian,Eng,,,NATO
53,/Event/7442985737/7443037983,7443037983,India,UK,C4,2023-03-12T12:13:00,2023-03-12T13:04:00,C2,7442985737,eng,Center-left,dailymail.co.uk,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,EU,Christian,Eng,,,NATO
54,/Event/7442985737/7443039477,7443039477,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:04:00,C17,7442985737,eng,,newindianexpress.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
55,/Event/7442985737/7443041298,7443041298,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:06:00,C17,7442985737,eng,,news18.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
56,/Event/7442985737/7443041298/7443743239,7443743239,India,,,2023-03-12T13:06:00,2023-03-13T01:45:00,,7442985737,eng,,exbulletin.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
57,/Event/7442985737/7443045458,7443045458,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:09:00,C17,7442985737,eng,,republicworld.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
58,/Event/7442985737/7443045773,7443045773,India,,,2023-03-12T12:13:00,2023-03-12T13:09:00,,7442985737,eng,,cricketworld.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
59,/Event/7442985737/7443045466,7443045466,India,,,2023-03-12T12:13:00,2023-03-12T13:09:00,,7442985737,eng,,crictracker.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
60,/Event/7442985737/7443049217,7443049217,India,,,2023-03-12T12:13:00,2023-03-12T13:13:00,,7442985737,eng,,indiatoday.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
61,/Event/7442985737/7443051993,7443051993,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:15:00,C17,7442985737,eng,,hindustantimes.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
62,/Event/7442985737/7443053085,7443053085,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:16:00,C17,7442985737,eng,,hindustantimes.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
63,/Event/7442985737/7443054474,7443054474,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:17:00,C17,7442985737,eng,,rediff.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
64,/Event/7442985737/7443059912,7443059912,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:22:00,C17,7442985737,eng,,news18.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
65,/Event/7442985737/7443062639,7443062639,India,,,2023-03-12T12:13:00,2023-03-12T13:24:00,,7442985737,eng,,devdiscourse.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
66,/Event/7442985737/7443068367,7443068367,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:29:00,C17,7442985737,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
67,/Event/7442985737/7443071996,7443071996,India,AU,C4,2023-03-12T12:13:00,2023-03-12T13:33:00,C2,7442985737,eng,,theroar.com.au,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AU,Christian,Eng,PIF,,
68,/Event/7442985737/7443073955,7443073955,India,,,2023-03-12T12:13:00,2023-03-12T13:35:00,,7442985737,eng,,sportstar.thehindu.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
69,/Event/7442985737/7443078496,7443078496,India,AU,C4,2023-03-12T12:13:00,2023-03-12T13:38:00,C2,7442985737,eng,,wwos.nine.com.au,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AU,Christian,Eng,PIF,,
70,/Event/7442985737/7443078590,7443078590,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:38:00,C17,7442985737,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
71,/Event/7442985737/7443078932,7443078932,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:38:00,C17,7442985737,eng,,aninews.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
72,/Event/7442985737/7443086935,7443086935,India,,,2023-03-12T12:13:00,2023-03-12T13:46:00,,7442985737,eng,,ottplay.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
73,/Event/7442985737/7443088324,7443088324,India,,,2023-03-12T12:13:00,2023-03-12T13:48:00,,7442985737,eng,,devdiscourse.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
74,/Event/7442985737/7443090640,7443090640,India,,,2023-03-12T12:13:00,2023-03-12T13:50:00,,7442985737,eng,,sportstar.thehindu.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
75,/Event/7442985737/7443092825,7443092825,India,UK,C4,2023-03-12T12:13:00,2023-03-12T13:52:00,C2,7442985737,eng,Center-left,theguardian.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,EU,Christian,Eng,,,NATO
76,/Event/7442985737/7443093037,7443093037,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:52:00,C17,7442985737,eng,Center-left,zeenews.india.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
77,/Event/7442985737/7443094481,7443094481,India,SG,C18,2023-03-12T12:13:00,2023-03-12T13:53:00,C2,7442985737,eng,Center,channelnewsasia.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Buddhist,,,ASEAN,
78,/Event/7442985737/7443096751,7443096751,India,NP,C20,2023-03-12T12:13:00,2023-03-12T13:56:00,C5,7442985737,eng,,thehimalayantimes.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
79,/Event/7442985737/7443098412,7443098412,India,IN,C18,2023-03-12T12:13:00,2023-03-12T13:57:00,C17,7442985737,eng,Center-left,indianexpress.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
80,/Event/7442985737/7443097905,7443097905,India,,,2023-03-12T12:13:00,2023-03-12T13:58:00,,7442985737,eng,,latestly.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
81,/Event/7442985737/7443103464,7443103464,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:01:00,C17,7442985737,eng,,aninews.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
82,/Event/7442985737/7443107214,7443107214,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:04:00,C17,7442985737,eng,,sports.ndtv.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
83,/Event/7442985737/7443104725,7443104725,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:04:00,C17,7442985737,eng,,uniindia.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
84,/Event/7442985737/7443107194,7443107194,India,,,2023-03-12T12:13:00,2023-03-12T14:05:00,,7442985737,eng,,espn.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
85,/Event/7442985737/7443111211,7443111211,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:07:00,C17,7442985737,eng,,newindianexpress.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
86,/Event/7442985737/7443113004,7443113004,India,,,2023-03-12T12:13:00,2023-03-12T14:09:00,,7442985737,eng,,sportskeeda.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
87,/Event/7442985737/7443113299,7443113299,India,,,2023-03-12T12:13:00,2023-03-12T14:10:00,,7442985737,eng,,today.rtl.lu,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
88,/Event/7442985737/7443117373,7443117373,India,,,2023-03-12T12:13:00,2023-03-12T14:13:00,,7442985737,eng,,crictracker.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
89,/Event/7442985737/7443115623,7443115623,India,,,2023-03-12T12:13:00,2023-03-12T14:14:00,,7442985737,eng,,sports.yahoo.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
90,/Event/7442985737/7443122333,7443122333,India,,,2023-03-12T12:13:00,2023-03-12T14:18:00,,7442985737,eng,,latestly.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
91,/Event/7442985737/7443133834,7443133834,India,,,2023-03-12T12:13:00,2023-03-12T14:28:00,,7442985737,eng,,india.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
92,/Event/7442985737/7443135364,7443135364,India,,,2023-03-12T12:13:00,2023-03-12T14:29:00,,7442985737,eng,,sportskeeda.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
93,/Event/7442985737/7443135019,7443135019,India,UK,C4,2023-03-12T12:13:00,2023-03-12T14:32:00,C2,7442985737,eng,Center-left,dailymail.co.uk,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,EU,Christian,Eng,,,NATO
94,/Event/7442985737/7443140587,7443140587,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:34:00,C17,7442985737,eng,,sports.ndtv.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
95,/Event/7442985737/7443158565,7443158565,India,AE,C19,2023-03-12T12:13:00,2023-03-12T14:51:00,C9,7442985737,eng,,gulfnews.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Muslim,Ara,AL,,
96,/Event/7442985737/7443158811,7443158811,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:52:00,C17,7442985737,eng,,news.abplive.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
97,/Event/7442985737/7443165781,7443165781,India,IN,C18,2023-03-12T12:13:00,2023-03-12T14:58:00,C17,7442985737,eng,,republicworld.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
98,/Event/7442985737/7443167917,7443167917,India,IN,C18,2023-03-12T12:13:00,2023-03-12T15:00:00,C17,7442985737,eng,,firstpost.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
99,/Event/7442985737/7443175984,7443175984,India,,,2023-03-12T12:13:00,2023-03-12T15:08:00,,7442985737,eng,,urdupoint.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
100,/Event/7442985737/7443177911,7443177911,India,IN,C18,2023-03-12T12:13:00,2023-03-12T15:10:00,C17,7442985737,eng,,deccanherald.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
101,/Event/7442985737/7443186060,7443186060,India,,,2023-03-12T12:13:00,2023-03-12T15:18:00,,7442985737,eng,,indiatoday.in,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
102,/Event/7442985737/7443187851,7443187851,India,,,2023-03-12T12:13:00,2023-03-12T15:18:00,,7442985737,eng,,mangalorean.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,,,,,,
103,/Event/7442985737/7443188316,7443188316,India,QA,C19,2023-03-12T12:13:00,2023-03-12T15:19:00,C9,7442985737,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Muslim,Ara,AL,,
104,/Event/7442985737/7443190494,7443190494,India,IN,C18,2023-03-12T12:13:00,2023-03-12T15:21:00,C17,7442985737,eng,,thehindu.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
105,/Event/7442985737/7443218369,7443218369,India,IN,C18,2023-03-12T12:13:00,2023-03-12T15:49:00,C17,7442985737,eng,,hindustantimes.com,,average,average,best,best,worst,low,low,average,worst,high,average,high,worst,average,high,worst,worst,low,AS,Hindu,,,,
