,path,name,con_name,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,continent,economicblocs,linguisticblocs,politicalregionalblocs,religions,militarydefenseblocs
13,/Event/7434803497/7434922097/7434949877/7435017368,7435017368,,PS,,2023-03-07T14:53:00,2023-03-07T15:38:00,,7434803497,eng,,english.wafa.ps,,,,,,,,,,,,,,,,,,,,AS,,Ara,AL,Muslim,
14,/Event/7434803497/7434922097/7434949877/7435159913,7435159913,,,,2023-03-07T14:53:00,2023-03-07T17:22:00,,7434803497,eng,,rocketnews.com,,,,,,,,,,,,,,,,,,,,,,,,,
15,/Event/7434803497/7434922097/7434949877/7435159913/7436411672,7436411672,,,,2023-03-07T17:22:00,2023-03-08T11:19:00,,7434803497,eng,,rocketnews.com,,,,,,,,,,,,,,,,,,,,,,,,,
16,/Event/7434803497/7434922097/7434949877/7435178505,7435178505,,USA,C4,2023-03-07T14:53:00,2023-03-07T17:35:00,C2,7434803497,eng,,forward.com,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
17,/Event/7434803497/7434922097/7434949877/7435196121,7435196121,,,,2023-03-07T14:53:00,2023-03-07T17:49:00,,7434803497,eng,,albaniandailynews.com,,,,,,,,,,,,,,,,,,,,,,,,,
18,/Event/7434803497/7434922097/7434949877/7435955941,7435955941,,IR,C20,2023-03-07T14:53:00,2023-03-08T06:03:00,C5,7434803497,eng,,en.mehrnews.com,,,,,,,,,,,,,,,,,,,,AS,,,,Muslim,
19,/Event/7434803497/7434922097/7434949877/7435955941/7438419470,7438419470,Iran,,,2023-03-08T06:03:00,2023-03-09T13:26:00,,7434803497,eng,,shoah.org.uk,,138.0,78.0,162.0,146.0,58.0,41.0,40.0,129.0,81.0,14.0,102.0,43.0,158.0,165.0,58.0,130.0,122.0,59.0,,,,,,
20,/Event/7434803497/7434922097/7434949877/7436719322,7436719322,,UK,C4,2023-03-07T14:53:00,2023-03-08T14:32:00,C2,7434803497,eng,Center-right,ft.com,ChatGPT,,,,,,,,,,,,,,,,,,,EU,,Eng,,Christian,NATO
21,/Event/7434803497/7434922097/7434949877/7437836280,7437836280,,,,2023-03-07T14:53:00,2023-03-09T07:18:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
22,/Event/7434803497/7434922097/7434949877/7438228190,7438228190,,,,2023-03-07T14:53:00,2023-03-09T11:30:00,,7434803497,eng,,ifpnews.com,,,,,,,,,,,,,,,,,,,,,,,,,
23,/Event/7434803497/7434922097/7434952816,7434952816,,,,2023-03-07T14:33:00,2023-03-07T14:54:00,,7434803497,eng,,palestinechronicle.com,,,,,,,,,,,,,,,,,,,,,,,,,
24,/Event/7434803497/7434922097/7434965961,7434965961,,,,2023-03-07T14:33:00,2023-03-07T15:03:00,,7434803497,eng,,shorenewsnetwork.com,,,,,,,,,,,,,,,,,,,,,,,,,
25,/Event/7434803497/7434922097/7434965961/7436226485,7436226485,,,,2023-03-07T15:03:00,2023-03-08T09:21:00,,7434803497,eng,,thechronicle.com.gh,,,,,,,,,,,,,,,,,,,,,,,,,
26,/Event/7434803497/7434922097/7434965961/7436950692,7436950692,,,,2023-03-07T15:03:00,2023-03-08T17:06:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
27,/Event/7434803497/7434922097/7434966867,7434966867,,TR,C14,2023-03-07T14:33:00,2023-03-07T15:04:00,C12,7434803497,eng,,trtworld.com,,,,,,,,,,,,,,,,,,,,AS,,,,Muslim,NATO
28,/Event/7434803497/7434922097/7434982635,7434982635,,,,2023-03-07T14:33:00,2023-03-07T15:15:00,,7434803497,eng,,latestly.com,,,,,,,,,,,,,,,,,,,,,,,,,
29,/Event/7434803497/7434922097/7434989227,7434989227,,,,2023-03-07T14:33:00,2023-03-07T15:19:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
30,/Event/7434803497/7434922097/7434993481,7434993481,,USA,C4,2023-03-07T14:33:00,2023-03-07T15:22:00,C2,7434803497,eng,,startribune.com,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
31,/Event/7434803497/7434922097/7435007907,7435007907,,TR,C14,2023-03-07T14:33:00,2023-03-07T15:31:00,C12,7434803497,eng,,trtworld.com,,,,,,,,,,,,,,,,,,,,AS,,,,Muslim,NATO
32,/Event/7434803497/7434922097/7435013141,7435013141,,,,2023-03-07T14:33:00,2023-03-07T15:35:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
33,/Event/7434803497/7434922097/7435020661,7435020661,,,,2023-03-07T14:33:00,2023-03-07T15:41:00,,7434803497,eng,,wowktv.com,,,,,,,,,,,,,,,,,,,,,,,,,
34,/Event/7434803497/7434922097/7435029171,7435029171,,TR,C14,2023-03-07T14:33:00,2023-03-07T15:46:00,C12,7434803497,eng,,trtworld.com,,,,,,,,,,,,,,,,,,,,AS,,,,Muslim,NATO
35,/Event/7434803497/7434922097/7435040118,7435040118,,QA,C19,2023-03-07T14:33:00,2023-03-07T15:54:00,C9,7434803497,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,,,,,,,,,,,,,,,,,,,AS,,Ara,AL,Muslim,
36,/Event/7434803497/7434922097/7435040118/7435213029,7435213029,Qatar,PS,,2023-03-07T15:54:00,2023-03-07T18:04:00,,7434803497,eng,,english.wafa.ps,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,AS,,Ara,AL,Muslim,
37,/Event/7434803497/7434922097/7435040118/7435921974,7435921974,Qatar,,,2023-03-07T15:54:00,2023-03-08T05:30:00,,7434803497,eng,,theglobalherald.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,,
38,/Event/7434803497/7434922097/7435040118/7435935751,7435935751,Qatar,,,2023-03-07T15:54:00,2023-03-08T05:44:00,,7434803497,eng,,theglobalherald.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,,
39,/Event/7434803497/7434922097/7435040118/7438245165,7438245165,Qatar,,,2023-03-07T15:54:00,2023-03-09T11:41:00,,7434803497,eng,,theglobalherald.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,,
40,/Event/7434803497/7434922097/7435044699,7435044699,,,,2023-03-07T14:33:00,2023-03-07T15:57:00,,7434803497,eng,,jacobin.com,,,,,,,,,,,,,,,,,,,,,,,,,
41,/Event/7434803497/7434922097/7435044699/7435136640,7435136640,,IL,C9,2023-03-07T15:57:00,2023-03-07T17:04:00,C1,7434803497,eng,Center,timesofisrael.com,ChatGPT,,,,,,,,,,,,,,,,,,,AS,,,,Jewish,
42,/Event/7434803497/7434922097/7435053590,7435053590,,,,2023-03-07T14:33:00,2023-03-07T16:04:00,,7434803497,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,,
43,/Event/7434803497/7434922097/7435076861,7435076861,,AE,C19,2023-03-07T14:33:00,2023-03-07T16:20:00,C9,7434803497,eng,,gulfnews.com,,,,,,,,,,,,,,,,,,,,AS,,Ara,AL,Muslim,
44,/Event/7434803497/7434922097/7435076861/7435090771,7435090771,United-Arab-Emirates,USA,C4,2023-03-07T16:20:00,2023-03-07T16:30:00,C2,7434803497,eng,Center-left,nytimes.com,ChatGPT,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,,NAFTA,Eng,,Christian,NATO
45,/Event/7434803497/7434922097/7435076861/7435218949,7435218949,United-Arab-Emirates,AU,C4,2023-03-07T16:20:00,2023-03-07T18:08:00,C2,7434803497,eng,,au.news.yahoo.com,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,AU,,Eng,PIF,Christian,
46,/Event/7434803497/7434922097/7435076861/7437763466,7437763466,United-Arab-Emirates,,,2023-03-07T16:20:00,2023-03-09T06:23:00,,7434803497,eng,,latestly.com,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,,,,,,
47,/Event/7434803497/7434922097/7435080177,7435080177,,USA,C4,2023-03-07T14:33:00,2023-03-07T16:21:00,C2,7434803497,eng,,mondoweiss.net,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
48,/Event/7434803497/7434922097/7435096272,7435096272,,,,2023-03-07T14:33:00,2023-03-07T16:34:00,,7434803497,eng,,today.rtl.lu,,,,,,,,,,,,,,,,,,,,,,,,,
49,/Event/7434803497/7434922097/7435096272/7435113661,7435113661,,EG,C19,2023-03-07T16:34:00,2023-03-07T16:47:00,C5,7434803497,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,,,,,,,,,,,,,,,,,,,AF,AfCFTA,Ara,AU,Muslim,
50,/Event/7434803497/7434922097/7435096272/7435424542,7435424542,,,,2023-03-07T16:34:00,2023-03-07T21:17:00,,7434803497,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,,
51,/Event/7434803497/7434922097/7435096272/7435544726,7435544726,,,,2023-03-07T16:34:00,2023-03-07T23:16:00,,7434803497,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,,
52,/Event/7434803497/7434922097/7435096272/7436133150,7436133150,,,,2023-03-07T16:34:00,2023-03-08T08:19:00,,7434803497,eng,,middleeastmonitor.com,,,,,,,,,,,,,,,,,,,,,,,,,
53,/Event/7434803497/7434922097/7435096272/7436192984,7436192984,,EG,C19,2023-03-07T16:34:00,2023-03-08T09:00:00,C5,7434803497,eng,,egyptindependent.com,,,,,,,,,,,,,,,,,,,,AF,AfCFTA,Ara,AU,Muslim,
54,/Event/7434803497/7434922097/7435096272/7436673179,7436673179,,,,2023-03-07T16:34:00,2023-03-08T14:03:00,,7434803497,eng,,deseret.com,,,,,,,,,,,,,,,,,,,,,,,,,
55,/Event/7434803497/7434922097/7435096272/7436716069,7436716069,,UK,C4,2023-03-07T16:34:00,2023-03-08T14:30:00,C2,7434803497,eng,,middleeasteye.net,,,,,,,,,,,,,,,,,,,,EU,,Eng,,Christian,NATO
56,/Event/7434803497/7434922097/7435097775,7435097775,,,,2023-03-07T14:33:00,2023-03-07T16:35:00,,7434803497,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,,
57,/Event/7434803497/7434922097/7435115881,7435115881,,USA,C4,2023-03-07T14:33:00,2023-03-07T16:49:00,C2,7434803497,eng,,edition.cnn.com,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
58,/Event/7434803497/7434922097/7435140788,7435140788,,,,2023-03-07T14:33:00,2023-03-07T17:06:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
59,/Event/7434803497/7434922097/7435153195,7435153195,,IN,C18,2023-03-07T14:33:00,2023-03-07T17:16:00,C17,7434803497,eng,,thehindu.com,,,,,,,,,,,,,,,,,,,,AS,,,,Hindu,
60,/Event/7434803497/7434922097/7435155626,7435155626,,,,2023-03-07T14:33:00,2023-03-07T17:18:00,,7434803497,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,,
61,/Event/7434803497/7434922097/7435157379,7435157379,,USA,C4,2023-03-07T14:33:00,2023-03-07T17:22:00,C2,7434803497,eng,,ibtimes.com,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
62,/Event/7434803497/7434922097/7435164001,7435164001,,IN,C18,2023-03-07T14:33:00,2023-03-07T17:24:00,C17,7434803497,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,,,,,,,,,,,,,,,,,,,AS,,,,Hindu,
63,/Event/7434803497/7434922097/7435164975,7435164975,,UK,C4,2023-03-07T14:33:00,2023-03-07T17:25:00,C2,7434803497,eng,,news.sky.com,,,,,,,,,,,,,,,,,,,,EU,,Eng,,Christian,NATO
64,/Event/7434803497/7434922097/7435181151,7435181151,,USA,C4,2023-03-07T14:33:00,2023-03-07T17:37:00,C2,7434803497,eng,,al-monitor.com,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
65,/Event/7434803497/7434922097/7435181151/7437984879,7437984879,United-States,PS,,2023-03-07T17:37:00,2023-03-09T09:02:00,,7434803497,eng,,english.wafa.ps,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,AS,,Ara,AL,Muslim,
66,/Event/7434803497/7434922097/7435181389,7435181389,,USA,C4,2023-03-07T14:33:00,2023-03-07T17:37:00,C2,7434803497,eng,,pbs.org,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
67,/Event/7434803497/7434922097/7435185413,7435185413,,EG,C19,2023-03-07T14:33:00,2023-03-07T17:42:00,C5,7434803497,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,,,,,,,,,,,,,,,,,,,AF,AfCFTA,Ara,AU,Muslim,
68,/Event/7434803497/7434922097/7435185413/7435273135,7435273135,Egypt,EG,C19,2023-03-07T17:42:00,2023-03-07T18:55:00,C5,7434803497,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,136.0,105.0,62.0,140.0,107.0,37.0,0.0,86.0,93.0,42.0,82.0,55.0,156.0,160.0,80.0,142.0,161.0,55.0,AF,AfCFTA,Ara,AU,Muslim,
69,/Event/7434803497/7434922097/7435185413/7436304011,7436304011,Egypt,,,2023-03-07T17:42:00,2023-03-08T10:12:00,,7434803497,eng,,newarab.com,,136.0,105.0,62.0,140.0,107.0,37.0,0.0,86.0,93.0,42.0,82.0,55.0,156.0,160.0,80.0,142.0,161.0,55.0,,,,,,
70,/Event/7434803497/7434922097/7435201327,7435201327,,,,2023-03-07T14:33:00,2023-03-07T17:54:00,,7434803497,eng,,english.elpais.com,,,,,,,,,,,,,,,,,,,,,,,,,
71,/Event/7434803497/7434922097/7435202281,7435202281,,,,2023-03-07T14:33:00,2023-03-07T17:55:00,,7434803497,eng,,gvwire.com,,,,,,,,,,,,,,,,,,,,,,,,,
72,/Event/7434803497/7434922097/7435211554,7435211554,,PK,C20,2023-03-07T14:33:00,2023-03-07T18:03:00,C5,7434803497,eng,,thefrontierpost.com,,,,,,,,,,,,,,,,,,,,AS,,,,Muslim,
73,/Event/7434803497/7434922097/7435238488,7435238488,,UK,C4,2023-03-07T14:33:00,2023-03-07T18:24:00,C2,7434803497,eng,Center-right,ft.com,ChatGPT,,,,,,,,,,,,,,,,,,,EU,,Eng,,Christian,NATO
74,/Event/7434803497/7434922097/7435238488/7435573673,7435573673,United-Kingdom,UK,C4,2023-03-07T18:24:00,2023-03-07T22:56:00,C2,7434803497,eng,Center-right,thetimes.co.uk,ChatGPT,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,EU,,Eng,,Christian,NATO
75,/Event/7434803497/7434922097/7435238488/7436134193,7436134193,United-Kingdom,,,2023-03-07T18:24:00,2023-03-08T08:20:00,,7434803497,eng,,newarab.com,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,,,,,
76,/Event/7434803497/7434922097/7435238489,7435238489,,USA,C4,2023-03-07T14:33:00,2023-03-07T18:25:00,C2,7434803497,eng,,usanews.net,,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,,Christian,NATO
77,/Event/7434803497/7434922097/7435246487,7435246487,,,,2023-03-07T14:33:00,2023-03-07T18:32:00,,7434803497,eng,,fox28spokane.com,,,,,,,,,,,,,,,,,,,,,,,,,
78,/Event/7434803497/7434922097/7435251293,7435251293,,,,2023-03-07T14:33:00,2023-03-07T18:36:00,,7434803497,eng,,rfi.fr,,,,,,,,,,,,,,,,,,,,,,,,,
79,/Event/7434803497/7434922097/7435254610,7435254610,,,,2023-03-07T14:33:00,2023-03-07T18:38:00,,7434803497,eng,,today.rtl.lu,,,,,,,,,,,,,,,,,,,,,,,,,
80,/Event/7434803497/7434922097/7435257152,7435257152,,,,2023-03-07T14:33:00,2023-03-07T18:41:00,,7434803497,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,,
81,/Event/7434803497/7434922097/7435257396,7435257396,,,,2023-03-07T14:33:00,2023-03-07T18:41:00,,7434803497,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,,
82,/Event/7434803497/7434922097/7435273404,7435273404,,,,2023-03-07T14:33:00,2023-03-07T18:55:00,,7434803497,eng,,jewishnews.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,
83,/Event/7434803497/7434922097/7435265406,7435265406,,,,2023-03-07T14:33:00,2023-03-07T18:56:00,,7434803497,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,,
84,/Event/7434803497/7434922097/7435276400,7435276400,,,,2023-03-07T14:33:00,2023-03-07T18:57:00,,7434803497,eng,,themedialine.org,,,,,,,,,,,,,,,,,,,,,,,,,
85,/Event/7434803497/7434922097/7435280296,7435280296,,,,2023-03-07T14:33:00,2023-03-07T19:01:00,,7434803497,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,,
