source.uri,country,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class
regional.kompas.com,Indonesia,Indonesian,Secular,https://en.wikipedia.org/wiki/Kompas,C18,C18
video.sindonews.com,Indonesia,Indonesian,Secular,https://en.wikipedia.org/wiki/Koran_Sindo,C18,C18
koran.tempo.co,Indonesia,Indonesian,Secular,https://en.wikipedia.org/wiki/Koran_Tempo,C18,C18
suarakarya.id,Indonesia,Indonesian,Traditionally-pro-Golkar-Suharto(Centre-right),https://en.wikipedia.org/wiki/Suara_Karya,C18,C18
thejakartapost.com,Indonesia,English,Centre-Left,https://en.wikipedia.org/wiki/The_Jakarta_Post,C18,C18
gatra.com,Indonesia,Bahasa-Indonesia,unknown,unknown,C18,C18
chinesetoday.com,Indonesia,Chinese,unknown,unknown,C18,C18
jakartaglobe.beritasatu.com,Indonesia,English,unknown,unknown,C18,C18
jakartaglobe.id,Indonesia,English,unknown,unknown,C18,C18
suaramerdeka.com,Indonesia,Indonesia,unknown,unknown,C18,C18
analisadaily.com,Indonesia,Indonesian,unknown,unknown,C18,C18
balipost.com,Indonesia,Indonesian,unknown,unknown,C18,C18
deskjabar.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
dialektikakuningan.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
en.republika.co.id,Indonesia,Indonesian,unknown,unknown,C18,C18
english.kontan.co.id,Indonesia,Indonesian,unknown,unknown,C18,C18
galamedia.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
indopos.co.id,Indonesia,Indonesian,unknown,unknown,C18,C18
internasional.kontan.co.id,Indonesia,Indonesian,unknown,unknown,C18,C18
intisari.grid.id,Indonesia,Indonesian,unknown,unknown,C18,C18
investor.id,Indonesia,Indonesian,unknown,unknown,C18,C18
jakarta.bisnis.com,Indonesia,Indonesian,unknown,unknown,C18,C18
jakselnews.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
jawapos.com,Indonesia,Indonesian,unknown,unknown,C18,C18
jurnalsoreang.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
koran-jakarta.com,Indonesia,Indonesian,unknown,unknown,C18,C18
mediaindonesia.com,Indonesia,Indonesian,unknown,unknown,C18,C18
news.solopos.com,Indonesia,Indonesian,unknown,unknown,C18,C18
pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
portalsurabaya.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
republika.id,Indonesia,Indonesian,unknown,unknown,C18,C18
riaupos.jawapos.com,Indonesia,Indonesian,unknown,unknown,C18,C18
ringtimesbali.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
waspada.co.id,Indonesia,Indonesian,unknown,unknown,C18,C18
zonapriangan.pikiran-rakyat.com,Indonesia,Indonesian,unknown,unknown,C18,C18
en.tempo.co,Indonesia,Indonesia-English,unknown,unknown,C18,C18
fokus.tempo.co,Indonesia,Indonesian-English,unknown,unknown,C18,C18
kolom.tempo.co,Indonesia,Indonesian-English,unknown,unknown,C18,C18
metro.tempo.co,Indonesia,Indonesian-English,unknown,unknown,C18,C18
tempo.co,Indonesia,Indonesian-English,unknown,unknown,C18,C18
beritasatu.com,Indonesia,unknown,unknown,unknown,C18,C18
cnbcindonesia.com,Indonesia,unknown,unknown,unknown,C18,C18
cnnindonesia.com,Indonesia,unknown,unknown,unknown,C18,C18
en.antaranews.com,Indonesia,unknown,unknown,unknown,C18,C18
en.metrotvnews.com,Indonesia,unknown,unknown,unknown,C18,C18
entertainment.kompas.com,Indonesia,unknown,unknown,unknown,C18,C18
finance.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
fixmakassar.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
fixpalembang.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
food.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
id.beritasatu.com,Indonesia,unknown,unknown,unknown,C18,C18
inet.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
insulteng.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
jogja.antaranews.com,Indonesia,unknown,unknown,unknown,C18,C18
jogja.tribunnews.com,Indonesia,unknown,unknown,unknown,C18,C18
krjogja.com,Indonesia,unknown,unknown,unknown,C18,C18
lifestyle.kompas.com,Indonesia,unknown,unknown,unknown,C18,C18
m.vidio.com,Indonesia,unknown,unknown,unknown,C18,C18
mediamagelang.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
news.analisadaily.com,Indonesia,unknown,unknown,unknown,C18,C18
news.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
news.harianjogja.com,Indonesia,unknown,unknown,unknown,C18,C18
oto.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
palembang.tribunnews.com,Indonesia,unknown,unknown,unknown,C18,C18
pangandaran.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
papua.antaranews.com,Indonesia,unknown,unknown,unknown,C18,C18
sp.beritasatu.com,Indonesia,unknown,unknown,unknown,C18,C18
travel.detik.com,Indonesia,unknown,unknown,unknown,C18,C18
vidio.com,Indonesia,unknown,unknown,unknown,C18,C18
wartalombok.pikiran-rakyat.com,Indonesia,unknown,unknown,unknown,C18,C18
ettelaat.com,Iran,unknown,Conservative,https://en.wikipedia.org/wiki/Ettela%27at,C20,C5
financialtribune.com,Iran,English,Center-right,https://en.wikipedia.org/wiki/Financial_Tribune,C20,C5
kayhanlife.com,Iran,unknown,"Pro-Constitution-Principalist-Conservative",https://en.wikipedia.org/wiki/Kayhan,C20,C5
donya-e-eqtesad.com,Iran,unknown,unknown,unknown,C20,C5
en.alalam.ir,Iran,unknown,unknown,unknown,C20,C5
en.farsnews.com,Iran,unknown,unknown,unknown,C20,C5
en.mehrnews.com,Iran,unknown,unknown,unknown,C20,C5
english.khabaronline.ir,Iran,unknown,unknown,unknown,C20,C5
entekhab.ir,Iran,unknown,unknown,unknown,C20,C5
iran-daily.com,Iran,unknown,unknown,unknown,C20,C5
iranian.com,Iran,unknown,unknown,unknown,C20,C5
irna.ir,Iran,unknown,unknown,unknown,C20,C5
isna.ir,Iran,unknown,unknown,unknown,C20,C5
tehrantimes.com,Iran,unknown,unknown,unknown,C20,C5
almadapaper.net,Iraq,Arabic,Left-wing-politics-nsectarianism-Secularism,https://en.wikipedia.org/wiki/Al_Mada,C15,C5
afaq.tv,Iraq,unknown,unknown,unknown,C15,C5
akhbaralasr.net,Iraq,unknown,unknown,unknown,C15,C5
alahad.tv.iq,Iraq,unknown,unknown,unknown,C15,C5
aletejahtv.com,Iraq,unknown,unknown,unknown,C15,C5
alghadeer.tv,Iraq,unknown,unknown,unknown,C15,C5
alghadpress.com,Iraq,unknown,unknown,unknown,C15,C5
alrasheedmedia.com,Iraq,unknown,unknown,unknown,C15,C5
alsharqiya.com,Iraq,unknown,unknown,unknown,C15,C5
alsumaria.tv,Iraq,unknown,unknown,unknown,C15,C5
baghdadtoday.news,Iraq,unknown,unknown,unknown,C15,C5
dijlah.tv,Iraq,unknown,unknown,unknown,C15,C5
kurdistan24.net,Iraq,unknown,unknown,unknown,C15,C5
lalishduhok.com,Iraq,unknown,unknown,unknown,C15,C5
nrttv.com,Iraq,unknown,unknown,unknown,C15,C5
skypressiq.net,Iraq,unknown,unknown,unknown,C15,C5
anphoblacht.com,Ireland,Irish-English,Irish-republicanism-Left-wing,https://en.wikipedia.org/wiki/An_Phoblacht,C4,C2
derryjournal.com,Ireland,unknown,Irish-nationalism,https://en.wikipedia.org/wiki/Derry_Journal,C4,C2
donegaldemocrat.ie,Ireland,unknown,Nationalist,https://en.wikipedia.org/wiki/Donegal_Democrat,C4,C2
echolive.ie,Ireland,unknown,Populist,https://en.wikipedia.org/wiki/The_Echo_(Cork_newspaper),C4,C2
irishcatholic.com,Ireland,unknown,Roman-Catholicism,https://en.wikipedia.org/wiki/The_Irish_Catholic,C4,C2
irishcatholic.ie,Ireland,unknown,Roman-Catholicism,https://en.wikipedia.org/wiki/The_Irish_Catholic,C4,C2
irishnews.com,Ireland,English-Irish,Centre-leftIrish-nationalism,https://en.wikipedia.org/wiki/The_Irish_News,C4,C2
mayonews.ie,Ireland,English,Central,https://en.wikipedia.org/wiki/The_Mayo_News,C4,C2
carlow-nationalist.ie,Ireland,unknown,Nationalism,https://en.wikipedia.org/wiki/The_Nationalist_(Carlow),C4,C2
westernpeople.ie,Ireland,unknown,Central,https://en.wikipedia.org/wiki/Western_People,C4,C2
anglocelt.ie,Ireland,English,unknown,unknown,C4,C2
clarechampion.ie,Ireland,English,unknown,unknown,C4,C2
connachttribune.ie,Ireland,English,unknown,unknown,C4,C2
dundalkdemocrat.ie,Ireland,English,unknown,unknown,C4,C2
herald.ie,Ireland,English,unknown,unknown,C4,C2
limerickleader.ie,Ireland,English,unknown,unknown,C4,C2
tipperarystar.ie,Ireland,English,unknown,unknown,C4,C2
wexfordpeople.ie,Ireland,English,unknown,unknown,C4,C2
banbridgeleader.co.uk,Ireland,unknown,unknown,unknown,C4,C2
belfastmedia.com,Ireland,unknown,unknown,unknown,C4,C2
belfasttelegraph.co.uk,Ireland,unknown,unknown,unknown,C4,C2
colerainetimes.co.uk,Ireland,unknown,unknown,unknown,C4,C2
donegalnow.com,Ireland,unknown,unknown,unknown,C4,C2
entertainment.ie,Ireland,unknown,unknown,unknown,C4,C2
farmersjournal.ie,Ireland,unknown,unknown,unknown,C4,C2
fermanaghherald.com,Ireland,unknown,unknown,unknown,C4,C2
imt.ie,Ireland,unknown,unknown,unknown,C4,C2
independent.ie,Ireland,unknown,unknown,unknown,C4,C2
irishexaminer.com,Ireland,unknown,unknown,unknown,C4,C2
irishtimes.com,Ireland,unknown,unknown,unknown,C4,C2
leinsterexpress.ie,Ireland,unknown,unknown,unknown,C4,C2
leitrimobserver.ie,Ireland,unknown,unknown,unknown,C4,C2
lisburntoday.co.uk,Ireland,unknown,unknown,unknown,C4,C2
longfordleader.ie,Ireland,unknown,unknown,unknown,C4,C2
portadowntimes.co.uk,Ireland,unknown,unknown,unknown,C4,C2
sinnfein.ie,Ireland,unknown,unknown,unknown,C4,C2
southernstar.ie,Ireland,unknown,unknown,unknown,C4,C2
thejournal.ie,Ireland,unknown,unknown,unknown,C4,C2
theliberal.ie,Ireland,unknown,unknown,unknown,C4,C2
wicklownews.net,Ireland,unknown,unknown,unknown,C4,C2
en.globes.co.il,Israel,Hebrew,Centrist,https://en.wikipedia.org/wiki/Globes_(newspaper),C9,C1
israelhayom.com,Israel,Hebrew-English,Centre-right,https://en.wikipedia.org/wiki/Israel_Hayom,C9,C1
israeltoday.co.il,Israel,Hebrew-English,Centre-right,https://en.wikipedia.org/wiki/Israel_Hayom,C9,C1
jerusalemonline.com,Israel,English,Centrist-conservative[1][2],https://en.wikipedia.org/wiki/The_Jerusalem_Post,C9,C1
ar.timesofisrael.com,Israel,"English-Hebrew-Arabic-French-Persian",unknown,unknown,C9,C1
jewishnews.timesofisrael.com,Israel,"English-Hebrew-Arabic-French-Persian",unknown,unknown,C9,C1
9tv.co.il,Israel,unknown,unknown,unknown,C9,C1
calcalistech.com,Israel,unknown,unknown,unknown,C9,C1
elbashayernews.com,Israel,unknown,unknown,unknown,C9,C1
fr.timesofisrael.com,Israel,unknown,unknown,unknown,C9,C1
haaretz.com,Israel,unknown,unknown,unknown,C9,C1
i24news.tv,Israel,unknown,unknown,unknown,C9,C1
israelnationalnews.com,Israel,unknown,unknown,unknown,C9,C1
jpost.com,Israel,unknown,unknown,unknown,C9,C1
kkl.org.il,Israel,unknown,unknown,unknown,C9,C1
news.ynet.com,Israel,unknown,unknown,unknown,C9,C1
ynetnews.com,Israel,unknown,unknown,unknown,C9,C1
avvenire.it,Italy,Italian,Christian-left,https://en.wikipedia.org/wiki/Avvenire,C5,C2
corrieredibologna.corriere.it,Italy,Italian,"Liberalism-centrism",https://en.wikipedia.org/wiki/Corriere_della_Sera,C5,C2
roma.corriere.it,Italy,Italian,"Liberalism-centrism",https://en.wikipedia.org/wiki/Corriere_della_Sera,C5,C2
sociale.corriere.it,Italy,Italian,"Liberalism-centrism",https://en.wikipedia.org/wiki/Corriere_della_Sera,C5,C2
calabria.gazzettadelsud.it,Italy,Italian,Independent,https://en.wikipedia.org/wiki/Gazzetta_del_Sud,C5,C2
ilcentro.gelocal.it,Italy,Italian,Independent,https://en.wikipedia.org/wiki/Il_Centro,C5,C2
ilmanifesto.it,Italy,unknown,Communist,https://en.wikipedia.org/wiki/Il_manifesto,C5,C2
ilpiccolo.gelocal.it,Italy,Italian,Progressivism,https://en.wikipedia.org/wiki/Il_Piccolo,C5,C2
ilsecoloxix.it,Italy,Italian,Independent,https://en.wikipedia.org/wiki/Il_Secolo_XIX,C5,C2
video.ilsecoloxix.it,Italy,Italian,Independent,https://en.wikipedia.org/wiki/Il_Secolo_XIX,C5,C2
tv.iltempo.it,Italy,Italian,Conservatism,https://en.wikipedia.org/wiki/Il_Tempo,C5,C2
ecodibergamo.it,Italy,Italian,Catholic-faith,https://en.wikipedia.org/wiki/L%27Eco_di_Bergamo,C5,C2
unionesarda.it,Italy,Italian,Centrism-Conservatism,https://en.wikipedia.org/wiki/L%27Unione_Sarda,C5,C2
lanuovasardegna.gelocal.it,Italy,Italian,Centrism-Social-liberalism,https://en.wikipedia.org/wiki/La_Nuova_Sardegna,C5,C2
roma.repubblica.it,Italy,Italian,Liberalism,https://en.wikipedia.org/wiki/La_Repubblica,C5,C2
lastampa.it,Italy,Italian,Social-liberalism-Liberalism-Formerly-Centrism,https://en.wikipedia.org/wiki/La_Stampa,C5,C2
americancatholic.org,Italy,Ecclesiastical-Latin-native-languages,unknown,unknown,C5,C2
catholic.org,Italy,Ecclesiastical-Latin-native-languages,unknown,unknown,C5,C2
licatholic.org,Italy,Ecclesiastical-Latin-native-languages,unknown,unknown,C5,C2
todayscatholic.org,Italy,Ecclesiastical-Latin-native-languages,unknown,unknown,C5,C2
corriereadriatico.it,Italy,Italian,unknown,unknown,C5,C2
corrieredellosport.it,Italy,Italian,unknown,unknown,C5,C2
corrieredelmezzogiorno.corriere.it,Italy,Italian,unknown,unknown,C5,C2
fanpage.it,Italy,Italian,unknown,unknown,C5,C2
giornaledibrescia.it,Italy,Italian,unknown,unknown,C5,C2
giornaledipuglia.com,Italy,Italian,unknown,unknown,C5,C2
grazia.fr,Italy,Italian,unknown,unknown,C5,C2
ilgazzettino.it,Italy,Italian,unknown,unknown,C5,C2
ilrestodelcarlino.it,Italy,Italian,unknown,unknown,C5,C2
iltirreno.gelocal.it,Italy,Italian,unknown,unknown,C5,C2
larena.it,Italy,Italian,unknown,unknown,C5,C2
milanofinanza.it,Italy,Italian,unknown,unknown,C5,C2
notizieoggi24.it,Italy,Italian,unknown,unknown,C5,C2
panorama.it,Italy,Italian,unknown,unknown,C5,C2
tv.fanpage.it,Italy,Italian,unknown,unknown,C5,C2
wallstreetitalia.com,Italy,Italian,unknown,unknown,C5,C2
agenziagiornalisticaopinione.it,Italy,unknown,unknown,unknown,C5,C2
amalfinotizie.it,Italy,unknown,unknown,unknown,C5,C2
anconatoday.it,Italy,unknown,unknown,unknown,C5,C2
ansa.it,Italy,unknown,unknown,unknown,C5,C2
avionews.com,Italy,unknown,unknown,unknown,C5,C2
basilicata24.it,Italy,unknown,unknown,unknown,C5,C2
catanzaro.gazzettadelsud.it,Italy,unknown,unknown,unknown,C5,C2
cn24tv.it,Italy,unknown,unknown,unknown,C5,C2
corrieredellacalabria.it,Italy,unknown,unknown,unknown,C5,C2
energiaoltre.it,Italy,unknown,unknown,unknown,C5,C2
fao.org,Italy,unknown,unknown,unknown,C5,C2
firenzetoday.it,Italy,unknown,unknown,unknown,C5,C2
gazzettadelsud.it,Italy,unknown,unknown,unknown,C5,C2
genovapost.com,Italy,unknown,unknown,unknown,C5,C2
genovatoday.it,Italy,unknown,unknown,unknown,C5,C2
iai.it,Italy,unknown,unknown,unknown,C5,C2
ildolomiti.it,Italy,unknown,unknown,unknown,C5,C2
ilgiornale.it,Italy,unknown,unknown,unknown,C5,C2
ilsole24ore.com,Italy,unknown,unknown,unknown,C5,C2
imolaoggi.it,Italy,unknown,unknown,unknown,C5,C2
intelligonews.it,Italy,unknown,unknown,unknown,C5,C2
internazionale.it,Italy,unknown,unknown,unknown,C5,C2
latinaquotidiano.it,Italy,unknown,unknown,unknown,C5,C2
luinonotizie.it,Italy,unknown,unknown,unknown,C5,C2
modenaindiretta.it,Italy,unknown,unknown,unknown,C5,C2
newnotizie.it,Italy,unknown,unknown,unknown,C5,C2
oggi.it,Italy,unknown,unknown,unknown,C5,C2
osservatoremeneghino.info,Italy,unknown,unknown,unknown,C5,C2
picenooggi.it,Italy,unknown,unknown,unknown,C5,C2
positanonews.it,Italy,unknown,unknown,unknown,C5,C2
reggio.gazzettadelsud.it,Italy,unknown,unknown,unknown,C5,C2
sanita24.ilsole24ore.com,Italy,unknown,unknown,unknown,C5,C2
senigallianotizie.it,Italy,unknown,unknown,unknown,C5,C2
termolionline.it,Italy,unknown,unknown,unknown,C5,C2
tgcom24.mediaset.it,Italy,unknown,unknown,unknown,C5,C2
trentinocorrierealpi.gelocal.it,Italy,unknown,unknown,unknown,C5,C2
varese7press.it,Italy,unknown,unknown,unknown,C5,C2
vaticannews.va,Italy,unknown,unknown,unknown,C5,C2
viveremarche.it,Italy,unknown,unknown,unknown,C5,C2
wfp.org,Italy,unknown,unknown,unknown,C5,C2
chunichi.co.jp,Japan,Japanese,Centre-left-left-wing0Progressivism-Social-democracy-Democratic-socialism-Environmentalism,https://en.wikipedia.org/wiki/Chunichi_Shimbun,C1,C3
okinawatimes.co.jp,Japan,unknown,Okinawan-localism,https://en.wikipedia.org/wiki/Okinawa_Times,C1,C3
sankei.com,Japan,Japanese,Conservative-Right-wing-Japanese-nationalism-Reactionism,https://en.wikipedia.org/wiki/Sankei_Shimbun,C1,C3
special.sankei.com,Japan,Japanese,Conservative-Right-wing-Japanese-nationalismReactionism,https://en.wikipedia.org/wiki/Sankei_Shimbun,C1,C3
asahi.com,Japan,unknown,Centre-left-Liberalism,https://en.wikipedia.org/wiki/The_Asahi_Shimbun,C1,C3
business.nikkei.com,Japan,Japanese-English,Centre-right-Neoliberalism-Conservatism,https://en.wikipedia.org/wiki/The_Nikkei,C1,C3
cn.nikkei.com,Japan,Japanese-English,Centre-right-Neoliberalism-Conservatism,https://en.wikipedia.org/wiki/The_Nikkei,C1,C3
comemo.nikkei.com,Japan,Japanese-English,Centre-right-Neoliberalism-Conservatism,https://en.wikipedia.org/wiki/The_Nikkei,C1,C3
yomiuri.co.jp,Japan,unknown,Centre-right-right-wing-Conservatism,https://en.wikipedia.org/wiki/Yomiuri_Shimbun,C1,C3
the-japan-news.com,Japan,English,unknown,unknown,C1,C3
bunshun.jp,Japan,Japanese,unknown,unknown,C1,C3
daily.co.jp,Japan,Japanese,unknown,unknown,C1,C3
dailyshincho.jp,Japan,Japanese,unknown,unknown,C1,C3
gendai.ismedia.jp,Japan,Japanese,unknown,unknown,C1,C3
hokkaido-np.co.jp,Japan,Japanese,unknown,unknown,C1,C3
iwate-np.co.jp,Japan,Japanese,unknown,unknown,C1,C3
sanspo.com,Japan,Japanese,unknown,unknown,C1,C3
toonippo.co.jp,Japan,Japanese,unknown,unknown,C1,C3
article.auone.jp,Japan,unknown,unknown,unknown,C1,C3
china.kyodonews.jp,Japan,unknown,unknown,unknown,C1,C3
chugoku-np.co.jp,Japan,unknown,unknown,unknown,C1,C3
eldia.com.do,Japan,unknown,unknown,unknown,C1,C3
english.kyodonews.jp,Japan,unknown,unknown,unknown,C1,C3
english.kyodonews.net,Japan,unknown,unknown,unknown,C1,C3
finalvent.cocolog-nifty.com,Japan,unknown,unknown,unknown,C1,C3
iwaki-minpo.co.jp,Japan,unknown,unknown,unknown,C1,C3
japantimes.co.jp,Japan,unknown,unknown,unknown,C1,C3
japantoday.com,Japan,unknown,unknown,unknown,C1,C3
mainichi.jp,Japan,unknown,unknown,unknown,C1,C3
news.biglobe.ne.jp,Japan,unknown,unknown,unknown,C1,C3
news.livedoor.com,Japan,unknown,unknown,unknown,C1,C3
news.tbs.co.jp,Japan,unknown,unknown,unknown,C1,C3
oita-press.co.jp,Japan,unknown,unknown,unknown,C1,C3
shimano-kayo.jugem.jp,Japan,unknown,unknown,unknown,C1,C3
sivertelegram.com,Japan,unknown,unknown,unknown,C1,C3
smc.sd,Japan,unknown,unknown,unknown,C1,C3
tabi.chunichi.co.jp,Japan,unknown,unknown,unknown,C1,C3
yamagata-np.jp,Japan,unknown,unknown,unknown,C1,C3
addustour.com,Jordan,Arabic,unknown,unknown,C20,C15
alanbatnews.net,Jordan,Arabic,unknown,unknown,C20,C15
sarayanews.com,Jordan,Arabic,unknown,unknown,C20,C15
ammonnews.net,Jordan,Arabic-English,unknown,unknown,C20,C15
jordantimes.com,Jordan,English,unknown,unknown,C20,C15
albawaba.com,Jordan,unknown,unknown,unknown,C20,C15
en.royanews.tv,Jordan,unknown,unknown,unknown,C20,C15
royanews.tv,Jordan,unknown,unknown,unknown,C20,C15
southwalesguardian.co.uk,Jordan,unknown,unknown,unknown,C20,C15
inform.kz,Kazakhstan,unknown,unknown,unknown,C16,C9
kazakh-tv.kz,Kazakhstan,unknown,unknown,unknown,C16,C9
businessdailyafrica.com,Kenya,English,business,https://en.wikipedia.org/wiki/Business_Daily_Africa,C20,C17
kenyastar.com,Kenya,English,unknown,unknown,C20,C17
capitalfm.co.ke,Kenya,unknown,unknown,unknown,C20,C17
citizentv.co.ke,Kenya,unknown,unknown,unknown,C20,C17
kbctv.co.ke,Kenya,unknown,unknown,unknown,C20,C17
nation.co.ke,Kenya,unknown,unknown,unknown,C20,C17
standardmedia.co.ke,Kenya,unknown,unknown,unknown,C20,C17
the-star.co.ke,Kenya,unknown,unknown,unknown,C20,C17
tuko.co.ke,Kenya,unknown,unknown,unknown,C20,C17
english.chosun.com,Korea,unknown,unknown,unknown,C16,C3
koreaherald.com,Korea,unknown,unknown,unknown,C16,C3
nwww.koreaherald.com,Korea,unknown,unknown,unknown,C16,C3
kosovapress.com,kosovo,"Albanian-English",unknown,unknown,unknown,unknown
gazetaexpress.com,kosovo,unknown,unknown,unknown,unknown,unknown
malaysiakini.com,Kuala-Lumpur,unknown,unknown,unknown,unknown,unknown
alqabas.com,Kuwait,Arabic,Liberal,https://en.wikipedia.org/wiki/Al_Qabas,C19,C9
alanba.com.kw,Kuwait,Arabic,unknown,unknown,C19,C9
al-seyassah.com,Kuwait,Arabic,unknown,unknown,C19,C9
dasmannews.com,Kuwait,Arabic,unknown,unknown,C19,C9
arabtimesonline.com,Kuwait,English,unknown,unknown,C19,C9
news.kuwaittimes.net,Kuwait,unknown,unknown,unknown,C19,C9
akipress.com,Kyrgyzstan,unknown,unknown,unknown,unknown,C20
en.kabar.kg,Kyrgyzstan,unknown,unknown,unknown,unknown,C20
kabar.kg,Kyrgyzstan,unknown,unknown,unknown,unknown,C20
eng.lsm.lv,Latvia,unknown,unknown,unknown,C6,C4
al-binaa.com,Lebanon,Arabic,Right-wing,https://en.wikipedia.org/wiki/Al_Binaa,C20,C15
aljoumhouria.com,Lebanon,Arabic,"Right-wing-Lebanese-nationalism-Christian-democracy",https://en.wikipedia.org/wiki/Al_Joumhouria,C20,C15
elbalad.news,Lebanon,Arabic-French,Liberal,https://en.wikipedia.org/wiki/Al-Balad_(newspaper),C20,C15
lorientlejour.com,Lebanon,French,Liberalism,https://en.wikipedia.org/wiki/L%27Orient-Le_Jour,C20,C15
dailystar.com.lb,Lebanon,English,Future-Party-through-Hariri-family-ownership,https://en.wikipedia.org/wiki/The_Daily_Star_(Leban),C20,C15
aliwaa.com.lb,Lebanon,Arabic,unknown,unknown,C20,C15
alahednews.com.lb,Lebanon,unknown,unknown,unknown,C20,C15
almanar.com.lb,Lebanon,unknown,unknown,unknown,C20,C15
french.almanar.com.lb,Lebanon,unknown,unknown,unknown,C20,C15
lebarmy.gov.lb,Lebanon,unknown,unknown,unknown,C20,C15
yalibnan.com,Libnan,unknown,unknown,unknown,unknown,unknown
libyaherald.com,Libya,English,unknown,unknown,C20,C5
ar.libyaobserver.ly,Libya,"English-Arabic",unknown,unknown,C20,C5
libyaobserver.ly,Libya,"English-Arabic",unknown,unknown,C20,C5
218tv.net,Libya,unknown,unknown,unknown,C20,C5
tripolipost.com,Libya,unknown,unknown,unknown,C20,C5
volksblatt.li,Liechtenstein,German,Progressive-Citizens'-Party,https://en.wikipedia.org/wiki/Liechtensteiner_Volksblatt,unknown,unknown
lequotidien.lu,Luxembourg,French,Left-liberal,https://en.wikipedia.org/wiki/Le_Quotidien_(newspaper),C5,C2
wort.lu,Luxembourg,German,Catholic,https://en.wikipedia.org/wiki/Luxemburger_Wort,C5,C2
tageblatt.de,Luxembourg,German,Centre-left,https://en.wikipedia.org/wiki/Tageblatt,C5,C2
journal.lu,Luxembourg,"German-French-English",unknown,unknown,C5,C2
metronews.ru,Luxembourg,unknown,unknown,unknown,C5,C2
onrec.com,Luxembourg,unknown,unknown,unknown,C5,C2
propertyforum.com,Luxembourg,unknown,unknown,unknown,C5,C2
publimetro.com.mx,Luxemburgo,unknown,unknown,unknown,unknown,unknown
mia.mk,Macedonia,unknown,unknown,unknown,unknown,unknown
mrt.com,Macedonia,unknown,unknown,unknown,unknown,unknown
nezavisen.mk,Macedonia,unknown,unknown,unknown,unknown,unknown
thebatesstudent.com,Maine,English,unknown,unknown,unknown,unknown
news.sinchew.com.my,Malaysia,Chinese,unknown,unknown,C18,C9
sinchew.com.my,Malaysia,Chinese,unknown,unknown,C18,C9
nst.com.my,Malaysia,English,unknown,unknown,C18,C9
theedgesingapore.com,Malaysia,English,unknown,unknown,C18,C9
thestar.com.my,Malaysia,English,unknown,unknown,C18,C9
thesundaily.my,Malaysia,English,unknown,unknown,C18,C9
chinapress.com.my,Malaysia,Mandarin,unknown,unknown,C18,C9
freemalaysiatoday.com,Malaysia,unknown,unknown,unknown,C18,C9
kualalumpurtimes.com,Malaysia,unknown,unknown,unknown,C18,C9
mysinchew.sinchew.com.my,Malaysia,unknown,unknown,unknown,C18,C9
says.com,Malaysia,unknown,unknown,unknown,C18,C9
themalaymailonline.com,Malaysia,unknown,unknown,unknown,C18,C9
themalaysianinsider.com,Malaysia,unknown,unknown,unknown,C18,C9
english.astroawani.com,"Malaysia-Brunei-Indonesia",unknown,unknown,unknown,unknown,unknown
haveeru.com.mv,Maldives,unknown,unknown,unknown,unknown,unknown
bay.com.mt,Malta,unknown,unknown,unknown,C14,C2
independent.com.mt,Malta,unknown,unknown,unknown,C14,C2
maltatoday.com.mt,Malta,unknown,unknown,unknown,C14,C2
timesofmalta.com,Malta,unknown,unknown,unknown,C14,C2
mauritiustimes.com,Mauritius,unknown,Centre-Left,https://en.wikipedia.org/wiki/Mauritius_Times,unknown,C4
mbcradio.tv,Mauritius,unknown,unknown,unknown,unknown,C4
horacero.com.mx,Maxico,unknown,unknown,unknown,unknown,unknown
jornada.unam.mx,Mexico,Spanish,Left-wing,https://en.wikipedia.org/wiki/La_Jornada,C12,C18
diariolareforma.com.ar,Mexico,Spanish,unknown,unknown,C12,C18
heraldodemexico.com.mx,Mexico,Spanish,unknown,unknown,C12,C18
laprensa.mx,Mexico,Spanish,unknown,unknown,C12,C18
proceso.com.mx,Mexico,Spanish,unknown,unknown,C12,C18
razon.com.mx,Mexico,Spanish,unknown,unknown,C12,C18
siempre.com.mx,Mexico,Spanish,unknown,unknown,C12,C18
siempre.mx,Mexico,Spanish,unknown,unknown,C12,C18
