source.uri,country,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class
elpais.cr,Spain,Spanish-Portuguese-Catalan-English,Center-left[2][3][4][5],https://en.wikipedia.org/wiki/El_Pa%C3%ADs,C14,C2
politica.elpais.com,Spain,Spanish-Portuguese-Catalan-English,Center-left[2][3][4][5],https://en.wikipedia.org/wiki/El_Pa%C3%ADs,C14,C2
elplural.com,Spain,Spanish,Aligned-with-Spanish-Socialist-Workers'-Party,https://en.wikipedia.org/wiki/El_Plural,C14,C2
elpuntavui.cat,Spain,Catalan,"Catalanism-Left",https://en.wikipedia.org/wiki/El_Punt,C14,C2
elsaltodiario.com,Spain,"Spanish-Catalan-Galician-Basque",Left-wing,https://en.wikipedia.org/wiki/El_Salto_(newspaper),C14,C2
farodevigo.es,Spain,SpanishGalician,Centrism,https://en.wikipedia.org/wiki/Faro_de_Vigo,C14,C2
hoy.es,Spain,Spanish,Right-of-centre,https://en.wikipedia.org/wiki/Hoy_(Spanish_newspaper),C14,C2
diaridegirona.cat,Spain,Catalan,unknown,unknown,C14,C2
cambio16.com,Spain,Spanish,unknown,unknown,C14,C2
eleconomista.net,Spain,Spanish,unknown,unknown,C14,C2
elespanol.com,Spain,Spanish,unknown,unknown,C14,C2
expansion.com,Spain,Spanish,unknown,unknown,C14,C2
diaridetarragona.com,Spain,Spanish-Catalan,unknown,unknown,C14,C2
ctxt.es,Spain,Spanish-English,unknown,unknown,C14,C2
us.marca.com,Spain,Spanish-English,unknown,unknown,C14,C2
hola.com,Spain,Spanish-English-Portuguese-Turkish-Thai-Traditional-Chinese-Greek-Serbian,unknown,unknown,C14,C2
mx.hola.com,Spain,Spanish-English-Portuguese-Turkish-Thai-Traditional-Chinese-Greek-Serbian,unknown,unknown,C14,C2
tuotrodiario.hola.com,Spain,Spanish-English-Portuguese-Turkish-Thai-Traditional-Chinese-Greek-Serbian,unknown,unknown,C14,C2
abc.es,Spain,unknown,unknown,unknown,C14,C2
antena3.com,Spain,unknown,unknown,unknown,C14,C2
as.com,Spain,unknown,unknown,unknown,C14,C2
atlantico.net,Spain,unknown,unknown,unknown,C14,C2
bnext.com.tw,Spain,unknown,unknown,unknown,C14,C2
canal2tv.com,Spain,unknown,unknown,unknown,C14,C2
canarias7.es,Spain,unknown,unknown,unknown,C14,C2
candas365.es,Spain,unknown,unknown,unknown,C14,C2
cat.elpais.com,Spain,unknown,unknown,unknown,C14,C2
ccma.cat,Spain,unknown,unknown,unknown,C14,C2
cronicadecantabria.com,Spain,unknown,unknown,unknown,C14,C2
deportes.terra.com,Spain,unknown,unknown,unknown,C14,C2
deportes.terra.com.co,Spain,unknown,unknown,unknown,C14,C2
ecodiario.eleconomista.es,Spain,unknown,unknown,unknown,C14,C2
efe.com,Spain,unknown,unknown,unknown,C14,C2
efeagro.com,Spain,unknown,unknown,unknown,C14,C2
eitb.eus,Spain,unknown,unknown,unknown,C14,C2
eldiario.ec,Spain,unknown,unknown,unknown,C14,C2
eldiario.net,Spain,unknown,unknown,unknown,C14,C2
eldigitalcastillalamancha.es,Spain,unknown,unknown,unknown,C14,C2
electricenergyonline.com,Spain,unknown,unknown,unknown,C14,C2
elidealgallego.com,Spain,unknown,unknown,unknown,C14,C2
elmirondesoria.es,Spain,unknown,unknown,unknown,C14,C2
elmundo.es,Spain,unknown,unknown,unknown,C14,C2
elperiodicodearagon.com,Spain,unknown,unknown,unknown,C14,C2
elperiodicoextremadura.com,Spain,unknown,unknown,unknown,C14,C2
entretenimiento.terra.cl,Spain,unknown,unknown,unknown,C14,C2
europapress.es,Spain,unknown,unknown,unknown,C14,C2
guardian.co.tt,Spain,unknown,unknown,unknown,C14,C2
hayderecho.expansion.com,Spain,unknown,unknown,unknown,C14,C2
ib3.org,Spain,unknown,unknown,unknown,C14,C2
la-razon.com,Spain,unknown,unknown,unknown,C14,C2
lasexta.com,Spain,unknown,unknown,unknown,C14,C2
lavanguardia.com,Spain,unknown,unknown,unknown,C14,C2
lne.es,Spain,unknown,unknown,unknown,C14,C2
melillahoy.es,Spain,unknown,unknown,unknown,C14,C2
mwcnews.net,Spain,unknown,unknown,unknown,C14,C2
newsday.co.tt,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.cl,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.com,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.com.ar,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.com.br,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.com.mx,Spain,unknown,unknown,unknown,C14,C2
noticias.terra.es,Spain,unknown,unknown,unknown,C14,C2
noticiasdelacomarca.com,Spain,unknown,unknown,unknown,C14,C2
radiocataratas.com,Spain,unknown,unknown,unknown,C14,C2
radiointereconomia.com,Spain,unknown,unknown,unknown,C14,C2
sport.es,Spain,unknown,unknown,unknown,C14,C2
telemadrid.es,Spain,unknown,unknown,unknown,C14,C2
terra.com,Spain,unknown,unknown,unknown,C14,C2
terra.com.co,Spain,unknown,unknown,unknown,C14,C2
terra.es,Spain,unknown,unknown,unknown,C14,C2
tiempodehoy.com,Spain,unknown,unknown,unknown,C14,C2
tribunapalencia.com,Spain,unknown,unknown,unknown,C14,C2
tribunazamora.com,Spain,unknown,unknown,unknown,C14,C2
trinidadexpress.com,Spain,unknown,unknown,unknown,C14,C2
diariodeferrol.com,Spain,unknown,unknown,unknown,unknown,unknown
dailymirror.lk,Sri-Lanka,English,Progressive,https://en.wikipedia.org/wiki/Daily_Mirror_(Sri_Lanka),C17,C18
sundaytimes.lk,Sri-Lanka,English,Centrist,https://en.wikipedia.org/wiki/The_Sunday_Times_(Sri_Lanka),C17,C18
ceylontoday.lk,Sri-Lanka,English,unknown,unknown,C17,C18
island.lk,Sri-Lanka,English,unknown,unknown,C17,C18
news.lk,Sri-Lanka,English,unknown,unknown,C17,C18
sundaystandard.info,Sri-Lanka,English,unknown,unknown,C17,C18
thesundayleader.lk,Sri-Lanka,English,unknown,unknown,C17,C18
adaderana.lk,Sri-Lanka,unknown,unknown,unknown,C17,C18
hirunews.lk,Sri-Lanka,unknown,unknown,unknown,C17,C18
newsfirst.lk,Sri-Lanka,unknown,unknown,unknown,C17,C18
sundayobserver.lk,Sri-Lanka,unknown,unknown,unknown,C17,C18
surinametimes.com,Suriname,Dutch-and-English,unknown,unknown,C19,C20
flashback.org,Sweden,unknown,unknown,unknown,C8,C2
publimetro.cl,Sweden,unknown,unknown,unknown,C8,C2
svd.se,Sweden,unknown,unknown,unknown,C8,C2
ttnews.com,Sweden,unknown,unknown,unknown,C8,C2
derbund.ch,Switzerland,German,Liberalism,https://en.wikipedia.org/wiki/Der_Bund,C5,C2
lanationarabe.com,Switzerland,French,unknown,unknown,C5,C2
lesafriques.com,Switzerland,French,unknown,unknown,C5,C2
blickamabend.ch,Switzerland,German,unknown,unknown,C5,C2
thunertagblatt.ch,Switzerland,German,unknown,unknown,C5,C2
zueriost.ch,Switzerland,German,unknown,unknown,C5,C2
zugerzeitung.ch,Switzerland,German,unknown,unknown,C5,C2
zuonline.ch,Switzerland,German,unknown,unknown,C5,C2
suedostschweiz.ch,Switzerland,German-language,unknown,unknown,C5,C2
24heures.ch,Switzerland,Swiss-French,unknown,unknown,C5,C2
20min.ch,Switzerland,unknown,unknown,unknown,C5,C2
aargauerzeitung.ch,Switzerland,unknown,unknown,unknown,C5,C2
blick.ch,Switzerland,unknown,unknown,unknown,C5,C2
bzbasel.ch,Switzerland,unknown,unknown,unknown,C5,C2
dailypress.com,Switzerland,unknown,unknown,unknown,C5,C2
droit-inc.com,Switzerland,unknown,unknown,unknown,C5,C2
elorbe.com,Switzerland,unknown,unknown,unknown,C5,C2
lematin.ch,Switzerland,unknown,unknown,unknown,C5,C2
noizz.rs,Switzerland,unknown,unknown,unknown,C5,C2
rts.ch,Switzerland,unknown,unknown,unknown,C5,C2
srf.ch,Switzerland,unknown,unknown,unknown,C5,C2
tagblatt.ch,Switzerland,unknown,unknown,unknown,C5,C2
tdg.ch,Switzerland,unknown,unknown,unknown,C5,C2
thelocal.de,Switzerland,unknown,unknown,unknown,C5,C2
weforum.org,Switzerland,unknown,unknown,unknown,C5,C2
wto.org,Switzerland,unknown,unknown,unknown,C5,C2
wwf.panda.org,Switzerland,unknown,unknown,unknown,C5,C2
tishreen.news.sy,Syria,Arabic,Ba'athism,https://en.wikipedia.org/wiki/Tishreen,C20,C5
english.enabbaladi.net,Syria,Arabic-English,unknown,unknown,C20,C5
muraselon.com,Syria,unknown,unknown,unknown,C20,C5
tw.appledaily.com,Taiwan,Traditional-Chinese,Pan-Green,https://en.wikipedia.org/wiki/Apple_Daily_(Taiwan),C16,C2
chinatimes.com,Taiwan,Chinese,Pan-Blue,https://en.wikipedia.org/wiki/China_Times,C16,C2
chinatimes.net.cn,Taiwan,Chinese,Pan-Blue,https://en.wikipedia.org/wiki/China_Times,C16,C2
chinapost.com.tw,Taiwan,unknown,unknown,unknown,C16,C2
mdnkids.com,Taiwan,unknown,unknown,unknown,C16,C2
news.cts.com.tw,Taiwan,unknown,unknown,unknown,C16,C2
news.pts.org.tw,Taiwan,unknown,unknown,unknown,C16,C2
news.ttv.com.tw,Taiwan,unknown,unknown,unknown,C16,C2
setn.com,Taiwan,unknown,unknown,unknown,C16,C2
taipeitimes.com,Taiwan,unknown,unknown,unknown,C16,C2
dailynews.co.tz,Tanzania,unknown,unknown,unknown,C20,C6
jamiiforums.com,Tanzania,unknown,unknown,unknown,C20,C6
alalam.ir,Tehran,unknown,unknown,unknown,unknown,unknown
mumbaimirror.indiatimes.com,Thailand,English,unknown,unknown,C20,C9
irrawaddy.com,Thailand,"English-Burmese",unknown,unknown,C20,C9
bangkokpost.com,Thailand,unknown,unknown,unknown,C20,C9
chiangraitimes.com,Thailand,unknown,unknown,unknown,C20,C9
nationmultimedia.com,Thailand,unknown,unknown,unknown,C20,C9
pattayatoday.net,Thailand,unknown,unknown,unknown,C20,C9
thaipbsworld.com,Thailand,unknown,unknown,unknown,C20,C9
thepattayanews.com,Thailand,unknown,unknown,unknown,C20,C9
tv6tnt.com,Trinidad-and-Tobago,unknown,unknown,unknown,C12,C20
lapresse.tn,Tunisia,French,unknown,unknown,C19,C15
realites.com.tn,Tunisia,"French-Arabic",unknown,unknown,C19,C15
carscoops.com,Tunisia,unknown,unknown,unknown,C19,C15
espacemanager.com,Tunisia,unknown,unknown,unknown,C19,C15
tap.info.tn,Tunisia,unknown,unknown,unknown,C19,C15
birgun.net,Turkey,Turkish,Socialism-Leftism-Ecosocialism,https://en.wikipedia.org/wiki/BirG%C3%BCn,C14,C12
evrensel.net,Turkey,Turkish,"Socialism-Left-Wing-Social-Democrat",https://en.wikipedia.org/wiki/Evrensel,C14,C12
gunes.com,Turkey,Turkish,Pro-AKP,https://en.wikipedia.org/wiki/G%C3%BCne%C5%9F_(newspaper),C14,C12
hurriyetdailynews.com,Turkey,unknown,Centre-right-Pro-Turkish-government-Centre-left-Political-liberalism,https://en.wikipedia.org/wiki/H%C3%BCrriyet_Daily_News,C14,C12
haberturk.com,Turkey,Turkish,Nationalism-Conservatism-Right-wing,https://en.wikipedia.org/wiki/Habert%C3%BCrk,C14,C12
odatv.com,Turkey,Turkish,"Kemalism-Secularism-Left-wing-nationalism",https://en.wikipedia.org/wiki/OdaTV,C14,C12
odatv4.com,Turkey,Turkish,"Kemalism-Secularism-Left-wing-nationalism",https://en.wikipedia.org/wiki/OdaTV,C14,C12
sozcu.com.tr,Turkey,Turkish,Kemalism-Secularism-Liberal-nationalism,https://en.wikipedia.org/wiki/S%C3%B6zc%C3%BC,C14,C12
gazetevatan.com,Turkey,Turkish,Social-Democracy-Center-left,https://en.wikipedia.org/wiki/Vatan,C14,C12
newsaboutturkey.com,Turkey,German,unknown,unknown,C14,C12
aa.com.tr,Turkey,unknown,unknown,unknown,C14,C12
dailysabah.com,Turkey,unknown,unknown,unknown,C14,C12
elbistaninsesi.com,Turkey,unknown,unknown,unknown,C14,C12
malatyagercek.com,Turkey,unknown,unknown,unknown,C14,C12
medya365.com,Turkey,unknown,unknown,unknown,C14,C12
raillynews.com,Turkey,unknown,unknown,unknown,C14,C12
samanyoluhaber.com,Turkey,unknown,unknown,unknown,C14,C12
todayszaman.com,Turkey,unknown,unknown,unknown,C14,C12
trtworld.com,Turkey,unknown,unknown,unknown,C14,C12
ulusal.com.tr,Turkey,unknown,unknown,unknown,C14,C12
yenisafak.com,Turkey,unknown,unknown,unknown,C14,C12
monitor.co.ug,Uganda,English,unknown,unknown,unknown,C5
redpepper.co.ug,Uganda,unknown,unknown,unknown,unknown,C5
kp.ua,Ukraine,Russian,unknown,unknown,C16,C15
tyzhden.ua,Ukraine,"Ukrainian-English",unknown,unknown,C16,C15
day.kyiv.ua,Ukraine,"Ukrainian-Russian-English",unknown,unknown,C16,C15
5.ua,Ukraine,unknown,unknown,unknown,C16,C15
beztabu.net,Ukraine,unknown,unknown,unknown,C16,C15
en.interfax.com.ua,Ukraine,unknown,unknown,unknown,C16,C15
epravda.com.ua,Ukraine,unknown,unknown,unknown,C16,C15
espreso.tv,Ukraine,unknown,unknown,unknown,C16,C15
eu.guampdn.com,Ukraine,unknown,unknown,unknown,C16,C15
eurointegration.com.ua,Ukraine,unknown,unknown,unknown,C16,C15
finance.bigmir.net,Ukraine,unknown,unknown,unknown,C16,C15
glavred.info,Ukraine,unknown,unknown,unknown,C16,C15
health.unian.net,Ukraine,unknown,unknown,unknown,C16,C15
interfax.com.ua,Ukraine,unknown,unknown,unknown,C16,C15
kyivpost.com,Ukraine,unknown,unknown,unknown,C16,C15
news.24tv.ua,Ukraine,unknown,unknown,unknown,C16,C15
pogoda.unian.net,Ukraine,unknown,unknown,unknown,C16,C15
pravda.com.ua,Ukraine,unknown,unknown,unknown,C16,C15
pravdoryb.info,Ukraine,unknown,unknown,unknown,C16,C15
sport.bigmir.net,Ukraine,unknown,unknown,unknown,C16,C15
tvi.ua,Ukraine,unknown,unknown,unknown,C16,C15
ua.112.ua,Ukraine,unknown,unknown,unknown,C16,C15
ukranews.com,Ukraine,unknown,unknown,unknown,C16,C15
ukrinform.ua,Ukraine,unknown,unknown,unknown,C16,C15
unian.info,Ukraine,unknown,unknown,unknown,C16,C15
unian.net,Ukraine,unknown,unknown,unknown,C16,C15
unian.ua,Ukraine,unknown,unknown,unknown,C16,C15
world.fakty.ua,Ukraine,unknown,unknown,unknown,C16,C15
albayan.ae,United-Arab-Emirates,Arabic,Pro-government,https://en.wikipedia.org/wiki/Al-Bayan_(newspaper),C19,C9
emaratalyoum.com,United-Arab-Emirates,Arabic,Pro-government,https://en.wikipedia.org/wiki/Emarat_Al_Youm,C19,C9
thenationalnews.com,United-Arab-Emirates,English,Pro-government,https://en.wikipedia.org/wiki/The_National_(Abu_Dhabi),C19,C9
aleqtisady.com,United-Arab-Emirates,Arabic,unknown,unknown,C19,C9
gulfbusiness.com,United-Arab-Emirates,English,unknown,unknown,C19,C9
gulfnews.ca,United-Arab-Emirates,English,unknown,unknown,C19,C9
gulftoday.ae,United-Arab-Emirates,English,unknown,unknown,C19,C9
akhbaralaan.net,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
ameinfo.com,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
arabic.cnn.com,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
cnbcarabia.com,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
cpifinancial.net,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
elbayan.co,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
gulfnews.com,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
thenational.ae,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
wam.ae,United-Arab-Emirates,unknown,unknown,unknown,C19,C9
hinckleytimes.net,United-Kingdom,English,n-partisan,https://en.wikipedia.org/wiki/Hinckley_Times,C4,C2
hulldailymail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
andoveradvertiser.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
ashbroyale.com,United-Kingdom,unknown,unknown,unknown,C4,C2
basildonrecorder.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
belpernews.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
beverleyguardian.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
bexhillobserver.net,United-Kingdom,unknown,unknown,unknown,C4,C2
blmforum.net,United-Kingdom,unknown,unknown,unknown,C4,C2
bournelocal.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
braintreeandwithamtimes.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
brentwoodweeklynews.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
bridgwatermercury.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
bridportnews.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
brighouseecho.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
buckinghamtoday.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
buryfreepress.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
chichester.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
chorley-guardian.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
commonslibrary.parliament.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
eastwoodadvertiser.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
elystandard.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
eveningnews24.co.uk:80,United-Kingdom,unknown,unknown,unknown,C4,C2
gainsboroughstandard.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
garstangcourier.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
getwestlondon.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
granthamjournal.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
halsteadgazette.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
harrogateadvertiser.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
haverhillecho.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
hertsad.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
hertsandessexobserver.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
hucknalldispatch.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
ilfordrecorder.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
ilkestonadvertiser.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
knutsfordguardian.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
longridgenews.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
louthleader.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
lutontoday.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
maldonandburnhamstandard.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
midhurstandpetworth.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
miltonkeynes.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
morleyobserver.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
northwichguardian.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
pocklingtonpost.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
portsmouth.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
retfordtoday.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
rugbyadvertiser.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
runcornandwidnesworld.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
shorehamherald.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
skegnessstandard.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
solihullobserver.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
stratford-herald.com,United-Kingdom,unknown,unknown,unknown,C4,C2
sussexexpress.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
thametoday.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
worksopguardian.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
wscountytimes.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
yeovilexpress.co.uk,United-Kingdom,unknown,unknown,unknown,C4,C2
thezimbabwean.co,United-Kingdom,unknown,unknown,unknown,C4,C2
reportfocusnews.com,United-Kingdom,English,Independent,https://en.everybodywiki.com/Report_Focus_News,C4,C2
blackpoolgazette.co.uk,United-Kingdom,unknown,Neutral,https://en.wikipedia.org/wiki/Blackpool_Gazette,C4,C2
burnleyexpress.net,United-Kingdom,unknown,Centre,https://en.wikipedia.org/wiki/Burnley_Express,C4,C2
churchtimes.co.uk,United-Kingdom,English,Church-of-England-Anglican-Communion,https://en.wikipedia.org/wiki/Church_Times,C4,C2
coventrytelegraph.net,United-Kingdom,unknown,"Neutral-Populist",https://en.wikipedia.org/wiki/Coventry_Telegraph,C4,C2
derbyshiretimes.co.uk,United-Kingdom,unknown,overt-bias,https://en.wikipedia.org/wiki/Derbyshire_Times,C4,C2
freedomnewspaper.com,United-Kingdom,English,Anarchist,https://en.wikipedia.org/wiki/Freedom_(British_newspaper),C4,C2
grimsbytelegraph.co.uk,United-Kingdom,English,"Neutral-Populist",https://en.wikipedia.org/wiki/Grimsby_Telegraph,C4,C2
examiner.co.uk,United-Kingdom,unknown,affiliated,https://en.wikipedia.org/wiki/Huddersfield_Daily_Examiner,C4,C2
londonderrysentinel.co.uk,United-Kingdom,unknown,Unionist,https://en.wikipedia.org/wiki/Londonderry_Sentinel,C4,C2
newspostleader.co.uk,United-Kingdom,English,n-aligned,https://en.wikipedia.org/wiki/News_Post_Leader,C4,C2
shropshirestar.com,United-Kingdom,unknown,Conservative,https://en.wikipedia.org/wiki/Shropshire_Star,C4,C2
dailyecho.co.uk,United-Kingdom,English,Neutral,https://en.wikipedia.org/wiki/Southern_Daily_Echo,C4,C2
sunderlandecho.com,United-Kingdom,English,Independent,https://en.wikipedia.org/wiki/Sunderland_Echo,C4,C2
guardian.ge,United-Kingdom,English,Centre-left,https://en.wikipedia.org/wiki/The_Guardian,C4,C2
theneweuropean.co.uk,United-Kingdom,English,Pro-Europeanism,https://en.wikipedia.org/wiki/The_New_European,C4,C2
pgs.thesentinel.com,United-Kingdom,English,n-partisan,https://en.wikipedia.org/wiki/The_Sentinel_(Staffordshire),C4,C2
thescottishsun.co.uk,United-Kingdom,unknown,Conservative-Populism-Euroscepticism,https://en.wikipedia.org/wiki/The_Sun_(United_Kingdom),C4,C2
thetimes.co.uk,United-Kingdom,unknown,Conservative-Party-New-Labour,https://en.wikipedia.org/wiki/The_Times,C4,C2
thevisitor.co.uk,United-Kingdom,English,Independent,https://en.wikipedia.org/wiki/The_Visitor_(newspaper),C4,C2
bedfordtoday.co.uk,United-Kingdom,unknown,left,https://en.wikipedia.org/wiki/Times_%26_Citizen,C4,C2
wessexscene.co.uk,United-Kingdom,unknown,Independent,https://en.wikipedia.org/wiki/Wessex_Scene,C4,C2
westerntelegraph.co.uk,United-Kingdom,unknown,Independent,https://en.wikipedia.org/wiki/Western_Telegraph,C4,C2
yorkshireeveningpost.co.uk,United-Kingdom,unknown,Centre-left,https://en.wikipedia.org/wiki/Yorkshire_Evening_Post,C4,C2
radiotimes.com,United-Kingdom,British-English-Scottish-Gaelic-Welsh,unknown,unknown,C4,C2
autoexpress.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
banburycake.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
banburyguardian.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
banglamirrornews.com,United-Kingdom,English,unknown,unknown,C4,C2
bathchronicle.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
bdonline.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
birminghammail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
blogs.spectator.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
bournemouthecho.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
bucksfreepress.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
bucksherald.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
burtonmail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
buxtonadvertiser.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
cambridgeindependent.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
cambridge-news.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
clashmusic.com,United-Kingdom,English,unknown,unknown,C4,C2
computerweekly.com,United-Kingdom,English,unknown,unknown,C4,C2
computing.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
constructionweekonline.com,United-Kingdom,English,unknown,unknown,C4,C2
cyclingweekly.com,United-Kingdom,English,unknown,unknown,C4,C2
darlingtonandstocktontimes.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
daventryexpress.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
dispatchlive.co.za,United-Kingdom,English,unknown,unknown,C4,C2
eadt.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
eveningnews24.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
face.ba,United-Kingdom,English,unknown,unknown,C4,C2
faroutmagazine.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
fnlondon.com,United-Kingdom,English,unknown,unknown,C4,C2
gazetteseries.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
getreading.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
glasgowguardian.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
golf-monthly.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
harrowtimes.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
hartlepoolmail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
hastingsobserver.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
hemeltoday.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
hsj.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
investmentweek.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
keighleynews.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
kentlive.news,United-Kingdom,English,unknown,unknown,C4,C2
lancs.live,United-Kingdom,English,unknown,unknown,C4,C2
leicestermercury.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
list.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
loughboroughecho.net,United-Kingdom,English,unknown,unknown,C4,C2
lrb.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
midsussextimes.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
newhamrecorder.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
newint.org,United-Kingdom,English,unknown,unknown,C4,C2
newscientist.com,United-Kingdom,English,unknown,unknown,C4,C2
newstatesman.com,United-Kingdom,English,unknown,unknown,C4,C2
nme.com,United-Kingdom,English,unknown,unknown,C4,C2
northamptonchron.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
northantstelegraph.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
nouse.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
nwemail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
oxfordmail.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
oxfordstudent.com,United-Kingdom,English,unknown,unknown,C4,C2
oxfordtimes.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
pontefractandcastlefordexpress.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
porkbusiness.com,United-Kingdom,English,unknown,unknown,C4,C2
professionalpensions.com,United-Kingdom,English,unknown,unknown,C4,C2
rechargenews.com,United-Kingdom,English,unknown,unknown,C4,C2
salisburyjournal.co.uk,United-Kingdom,English,unknown,unknown,C4,C2
